finding_id,module,recon_semantic_detail_finding,module_authority_artifact,step03_relationship_id,core_artifact_id,core_artifact,core_section_heading,authority_owner,authority_source_artifact,authority_basis,authority_scope,core_evidence_line,core_evidence_excerpt,dependency,proposed_synchronization_action,classification,linkage_status,candidate_count,linkage_basis,historical_core_artifact_id,historical_core_section_heading
M08-IA-13,M08,Provenance/audit,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Preserve locked M08 projection/notification boundary.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
M08-IA-14,M08,Supersession,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Preserve locked M08 projection/notification boundary.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
M08-IA-15,M08,Physical/runtime gate,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Preserve locked M08 projection/notification boundary.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
M08-IA-16,M08,Permission cardinality,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Preserve locked M08 projection/notification boundary.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
M08-IA-17,M08,Source authority preservation,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Preserve locked M08 projection/notification boundary.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
M08-IA-18,M08,Master progress,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Track residual downstream without reopening M08 semantics.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
PROP-M09-01,M09,Core API /admin/reports/export,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0395,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Administration authority,1.0,RUMAHAGEN — API SPECIFICATION,M10 and domain owners,Change blanket Admin/Manager/Superadmin authorization to Superadmin-only for global administrative export,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
PROP-M09-02,M09,Core API /admin/audit-logs,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0395,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Administration authority,1.0,RUMAHAGEN — API SPECIFICATION,M10 and domain owners,Replace ambiguous Authorized admin wording with explicit M09-R04 contextual authorization: Superadmin+Manager; Admin NONE,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
PROP-M09-03,M09,Core M09 physical execution spec,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0521,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,# RUMAHAGEN — MODULE EXECUTION SPECIFICATION ARCHITECTURE,CORE EXECUTION SPECIFICATION AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Execution specification is downstream of frozen semantic authority,FULL controlled Administration authority,4.0,**Version:** 2.1 — W4-02A.6.25,M10 and domain owners,Carry Q1-Q6 semantic guardrails into physical contract without inventing endpoints/permissions,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0041,# RUMAHAGEN — MODULE EXECUTION SPECIFICATION ARCHITECTURE
PROP-M09-04,M09,M10/RLS system_configs SELECT,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0409,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,M10 AUTHORIZATION AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,M10 is Role/Permission/Scope/Condition/Ownership/Organization/RLS authority,FULL controlled Administration authority,1.0,STEP AKTIF = W4-02A.6.17 — RBAC / PERMISSION / RLS CURRENT AUTHORIZATION BASELINE,M10 and domain owners,Restrict SELECT to locked M09-R02 scope,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0033,NO_HEADING_DETECTED
PROP-M09-05,M09,Provider catalogue physical routing,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0080,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL controlled Administration authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M10 and domain owners,Preserve M09 admin surface while provider/domain execution remains authoritative elsewhere,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
PROP-M09-06,M09,Reconciliation physical actions,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0851,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,NO_HEADING_DETECTED,CORE RECONCILIATION EVIDENCE AUTHORITY,00_CONTROL/W4-02A.7_RECURSIVE_SOURCE_AUDIT_REGISTER_v1.0.csv,Reconciliation evidence and audit lineage,FULL controlled Administration authority,1.0,RUMAHAGEN — W4-02A.5R SOURCE UPDATE REVALIDATION,M10 and domain owners,Keep Review/Escalate/Manual Correction physically distinct; correction Superadmin-only,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0074,NO_HEADING_DETECTED
M10-CORE-01,M10,Core RBAC,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Core remains the role/authorization foundation; M10 is the canonical authorization boundary.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
M10-CORE-02,M10,Core Permission,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,"Role Permission remains the default matrix/baseline; Permission Preset is an optional governed configuration layer, not a role.",AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
M10-CORE-03,M10,Core Scope,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Preset scope must remain within governed scope semantics and cannot bypass ownership/domain constraints.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
M10-CORE-04,M10,Core RLS,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,"RLS must enforce target-role compatibility, protected permissions, Manager Agent-only governance, ownership and organization constraints.",AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
M10-CORE-05,M10,Core UI/UX,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,"Add configurable Preset List/Create/Edit/Assign, baseline-matrix configuration, scope configuration, validation, effective-permission preview, audit and lifecycle-gated delete.",AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
M10-CORE-06,M10,Core API,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,"Server-side APIs must enforce target-role compatibility, baseline containment, protected permissions and Manager Agent-only preset governance.",AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
M10-CORE-07,M10,Core ERD / DB,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,"Support governed preset definition, permission items and assignments, with integrity constraints for target role and assignment compatibility.",AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
M10-CORE-08,M10,Core lifecycle,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Preset lifecycle is separate from account lifecycle: NOT CREATED→CREATED→ACTIVE→ASSIGNED→EDITED/MODIFIED→REASSIGNED/REPLACED.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
M10-CORE-09,M10,Core actor/role,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Role remains actor grouping; Superadmin Full Governance; Manager preset management Agent-only; others no preset management.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
M10-CORE-10,M10,Core organization boundary,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Preset cannot grant organization membership/context.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
M10-CORE-11,M10,Core ownership boundary,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Preset cannot redefine business ownership or hard ownership.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
