source_relative_path,extension,bytes,sha256,text_lines
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_CONTROLLED_ENGINEERING_RESIDUAL_REGISTER_v1.1.csv,csv,17040,adf87d7d7bbeb8ca413801f6c78e7dc7ee85f6356e0b089e2af02054b5e42961,48
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_v1.1.md,md,6181,f15a8863603a163e1bf6ebff1379c2a7f905734024a74f26ea7081e5f823e047,97
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_CROSS_LAYER_ENGINEERING_ALIGNMENT_MATRIX_v1.1.csv,csv,30624,ea647ebe7c85ef79018a364c33b1c75cdf36f8865a6273876f6bbfda8d296b18,136
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_P8_FINDING_CARRY_FORWARD_AUDIT_v1.1.csv,csv,1582,0926444c3fcf789709a36efbb7ed504b604c3390ee97cd25f9c5ef99ef567b40,12
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_M01-M15_ENGINEERING_CHANGE_ALIGNMENT_MATRIX_v1.1.csv,csv,3360,c58b116d113cc9c9c58956db4c1e1510c8b1dffd15f56e1c7ca8dd9d0ad53f76,16
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_SHA256_MANIFEST_v1.1.csv,csv,2461,ea13a95e852bc6934c2724a6dde3e015cb64225da53c6b3d590dd38e62951172,22
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/README_P9_v1.1.md,md,313,980237950c42cc7d305573fd2eeddc35fce0bf80d19979efbbf63995b0f89e59,4
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_CORE_V1.3_ENGINEERING_PRESERVATION_TRACEABILITY_v1.1.csv,csv,27110,d90012ff12aac694926dcd47fdb62ac097ad4a2a4d92dc2b80a7967f9965bb16,224
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_CORRECTION_RECONCILIATION_REGISTER_v1.1.md,md,557,e404589827d10881e77928f4675222a041c84e69f7f391491abd0635abea099e,10
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_CROSS_MODULE_ENGINEERING_CONTRACT_MATRIX_v1.1.csv,csv,1439,4d84e2e65be5cac740e93f3f14355605684b4ce638e33e675be5a98f7797819a,7
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_API_DATA_RBAC_FLOW_UI_SEO_ENGINEERING_ALIGNMENT_v1.1.csv,csv,905,1e8fb6b5736006b6147788f9c315547bcb9ca6fd7c60e09c82e2bef7a1b0cc09,7
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_SECOND_FULL_DEEP_SCAN_REPORT_v1.1.md,md,560,2070b19a17d1061ddd612e9e60628db345b04dc05499b0db35323e6b0c594fee,19
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_ENGINEERING_FINDING_REGISTER_v1.1.csv,csv,520,728bef8dd561e5e22483a6432d7ca42ea36d5b16f826d2d8def962fd0092c70f,4
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_FINAL_GATE_MATRIX_v1.1.csv,csv,390,82debe420e1e1d8518a67473d3eb6c5f607ef68ecaba8f0397a7ef6ce2c68481,11
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_AUTHORITY_INTEGRITY_ENGINEERING_MATRIX_v1.1.csv,csv,3154,60c69ddaf11df8ab59d964d1ea087d5f792b54c1ade89bc86372eba36d3f98ce,16
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_SOURCE_SHA256_MANIFEST_v1.1.csv,csv,1106,dbf84ddf2e57bdd2ea624f0177f1d545e69d0fdbbf3d48a102a39cda59338dac,9
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_CORE_6.30_ENGINEERING_GUARDRAIL_TRACEABILITY_v1.1.csv,csv,7344,eda6de0f6cc945e3e88f81e65d99a076689826a87faf67ce1ab7e6961e767710,31
step sync Step P__EXTRACTED/RUMAHAGEN_P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_20260908_v1.1__EXTRACTED/P9_ENGINEERING_ALIGNMENT_FULL_REBUILD_v1.1.docx,docx,37382,5be7f799678cac28d5e8738214dd87c5df0442d535523cdd0c852af1cbe198de,24
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_SHA256_MANIFEST_v1.0.csv,csv,1786,838e29c86c351ce29b45476c91c713f43fdcd38dce4c8afb1c44f1be3320cc56,17
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_REENTRY_CORRECTION_REGISTER_v1.0.csv,csv,280,9f3ff25f4fa7b3f68096261f5e3fb1aff055a63a0f40bc6c81ab0ec4c08a7bc2,3
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_FINDING_REGISTER_v1.0.csv,csv,1293,8de88306dcd2c2865d772d3626856a111a882e0b5beca107225d7a6dfff397bf,12
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_EXECUTION_WP_COVERAGE_AUDIT_v1.0.csv,csv,157,5b61c08f31a447e43028bcdfa50fadf5ca3a8c1632aae13b9f34d458c12124fa,4
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_INPUT_RECURSIVE_DEEP_SCAN_REPORT_v1.0.md,md,316,dc5b5e65ab84b53a60c26e12185228f754a162c389552019d616bace8a37edd1,3
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_FOCUSED_EXECUTION_PACK_AUDIT_FULL_REBUILD_v1.0.docx,docx,36947,3a4f11a33c2532d6f422670b178e6fe3817ed8e71c033ab741d3f9c257252c15,7
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/README_P8_v1.0.md,md,161,d9e7f7a8a7482bc8f3d3e37dd63790aec2e9038472ce3d442e09b0c4dce2fa61,4
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_CROSS_MODULE_CONTRACT_AUDIT_v1.0.csv,csv,630,16a9ce263b80bb4eed01f083c761a6a60636be5c3e9b89e5901abe3233387b9d,10
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_FINAL_GATE_MATRIX_v1.0.csv,csv,653,d3884da024c4c2abdfc6b3369109a456dbff309c135e8d9065f6cbc1f5d97ff6,15
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_M01-M15_COMBINED_COVERAGE_AUDIT_v1.0.csv,csv,492,49edf5579f1b9d5c15604666c4b76bbbc18b52bcd0ff414fa254bbdf73e183f4,9
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_FOCUSED_EXECUTION_PACK_AUDIT_FULL_REBUILD_v1.0.md,md,1005,baa302acbad5195b030e808720cb900890941cd868c92c0eba6cbc8a9b2f9df5,15
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_API_DATA_RBAC_FLOW_UI_SEO_AUDIT_v1.0.csv,csv,631,987ae32c38a18dbeacb3055e8958db83487082748b2d0b3db26ba4e14c5c5201,7
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_CORE_V1.3_PRESERVATION_AUDIT_v1.0.csv,csv,10767,6d101aba33cd8a4eece67ee0e266499b3353d71eee90614ff444e8d3ecff48db,224
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_SECOND_FULL_DEEP_SCAN_REPORT_v1.0.md,md,559,0ba6395d77116e718e774b734b08f622276518a64212786bc2b06a13cc93eb3d,18
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_RESIDUAL_EVIDENCE_AUDIT_v1.0.csv,csv,343,ee97705139dea53403ca410d7538b99a48aaab0328e5a4d4cc59d96a10aad040,4
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_AUTHORITY_INTEGRITY_MATRIX_M01-M15_v1.0.csv,csv,1212,f2065a5055d59e3adbc84a6ee2c0a1cdce96f5309b184fe2066e4e84125b3bb8,16
step sync Step P__EXTRACTED/RUMAHAGEN_P8_EXECUTION_PACK_AUDIT_FULL_REBUILD_20260908_v1.0(1)__EXTRACTED/P8_FIRST_FULL_DEEP_SCAN_REPORT_v1.0.md,md,430,c7df64d505822e8a5ba92550f60b6db56ac06fddc9ea5b9bdcc7396a7cc46ab3,3
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M10_EXECUTION_ARCHITECTURE_v1.2.md,md,8833,1689d011c186db923cd6b7276a4d67dee5fb24e34656a23824eba7dab99fa934,131
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_CONTROLLED_RESIDUAL_REGISTER_v1.3.csv,csv,6272,57734c139396d236d07ac1f875ea549e813f752887ab4b0a1bc60aeee820d727,32
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_STATE_LIFECYCLE_EXECUTION_MATRIX_v1.3.csv,csv,282,a72e8a79b2e96921401feb7448a0cd0ee145eaebe6bce02b6fd943cf859ad11c,8
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_v1.3.docx,docx,39816,2fac83024874b7505f10c7e6ef19c382283f13cbae32ea43026ffd9f91b390d8,91
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_CRITICAL_CROSS_DOMAIN_CONTRACT_MATRIX_v1.3.csv,csv,328,1b4ec19d63142b750d77c4bbcde180554abcb7810733024c48cca1ae33cdaab4,5
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_DETAILED_WORK_PACKAGE_ARCHITECTURE_REGISTER_v1.3.csv,csv,8512,2929ee51867acfa1e79999b4019d2ed1ea9eedca8fe010c8ac964ddc6581469e,63
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_AUTHORITY_EXECUTION_BOUNDARY_MATRIX_v1.3.csv,csv,1519,c76380c5a4056b4cfc9ce72e901f21fe8f0cdc1d2490c562ca22996381eef287,16
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_CONTROLLED_CURRENT_FINDINGS_EXECUTION_ROUTING_v1.3.csv,csv,9352,874513c9cb14b30e75f31d65993b5f3a21cf58da36f8038ab0562b500acdc643,24
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M04_EXECUTION_ARCHITECTURE_v1.2.md,md,7349,02fbe1fd7677b2085df59e50e189fc36bb45ea73814416c3870aad53ea79cba5,118
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/README_P4_v1.3.md,md,1025,48685739b025f1402e532f9b747d7b052fe257539caf590e576fedeb6d6cf66d,20
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_CORE_V1.3_SCOPE_TO_EXECUTION_ARCHITECTURE_MATRIX_v1.3.csv,csv,3659,4b0252821953689db474be99d386365c537e9c0789ee3130737613793b3b4b80,18
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M15_EXECUTION_ARCHITECTURE_v1.2.md,md,6705,deb3766de1b22ad991d6c40a4368e5ea94f166f1a26c18392fea49b34529851f,113
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_DEPENDENCY_EXECUTION_ROUTING_MATRIX_v1.3.csv,csv,4970,68885bbb1a5ca965f62101823586c43fb6cdb5f9f3dbaf06c588f706bcb75574,66
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M05_EXECUTION_ARCHITECTURE_v1.2.md,md,6176,0a92a4c4220b054a8c357dec6a5269fa4109652988516905df9ca6138746070f,109
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M11_EXECUTION_ARCHITECTURE_v1.2.md,md,7104,04619d19822ebe8dfb3f90b779e0fa60a220190a23cf30a5394097fe6d5d0179,114
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M07_EXECUTION_ARCHITECTURE_v1.2.md,md,6391,9da540ab97e43f627b68626dd419a2801f83df8e16af7e9381c6033844b515c4,112
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M08_EXECUTION_ARCHITECTURE_v1.2.md,md,6474,f50f2b93b721ab156e4710ad3b21268ba2ece1483c4176a56c9c0ad67cb6a7ae,112
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_CROSS_LAYER_EXECUTION_ARCHITECTURE_MATRIX_v1.3.csv,csv,13138,f6a3a4837cb5b057b4cdb66680b829d54953d07ce42fc6e8fd0c17b41744eb29,136
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M03_EXECUTION_ARCHITECTURE_v1.2.md,md,8139,330e8b3deb33fc5537f9977af444f13fc8da2391e58a6062e67d8043a41c6af4,119
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_FINAL_SECOND_DEEP_SCAN_REPORT_v1.2.md,md,790,bb985a57c0302a1c9cd10247200ef332df8b096b6e6c912ff69bdd342f7be1eb,28
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_FINAL_SECOND_DEEP_SCAN_REPORT_v1.3.md,md,1286,ba8140b209ac608eb0595bd7bab6ba07c42ab6b3f1644554d99c40a97e6a2c6c,31
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M01_EXECUTION_ARCHITECTURE_v1.2.md,md,6517,5dc93a8c532c7de1f4678f4973c1ff4593a27189ba04320705504fb1cef4ff2e,111
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M01-M15_CHANGE_TO_EXECUTION_ARCHITECTURE_MATRIX_v1.3.csv,csv,16082,7c7ef8a83c21a15ebeb6c92a4404e9e428583a216272c9d03b5d488e0a760ede,58
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_V1.3_SHA256_MANIFEST.csv,csv,3670,a58660d7fde4fb67c78fabed8a59f08d8fb56951de4507969328f2d2b9c57d4c,33
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M12_EXECUTION_ARCHITECTURE_v1.2.md,md,6388,b158a731382a67a3bbcb40027cff728dcc0f5abf7b864c75c2be39593cc7deb7,110
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M02_EXECUTION_ARCHITECTURE_v1.2.md,md,6492,b1038bc8763f18e9cd71dd94fde6d34188380fe8545422449c93850b294bdd60,111
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_FINDING_CORRECTION_REGISTER_v1.3.csv,csv,1015,1137788e8d4ef890fb3926fcbf2ae8c383f452d92f70ae51b71ccd758058c6c7,6
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_CORE_6.25_DETAILED_EXECUTION_DECOMPOSITION_TRACEABILITY_v1.3.csv,csv,2083,60d3acaa553bceea66d6c8362d2e6c2a16039c52a758f49accde85a865ef9136,23
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M13_EXECUTION_ARCHITECTURE_v1.2.md,md,8046,2730f1729ba57663f58ef76adf63ccdf2056b9121e36de35b82d5a2cc96ba020,123
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/README_P4_v1.2.md,md,264,373ca25cbfceddb42697ff91b91951da796984d7425c46a3ee66b225ae2326c3,1
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_v1.3.md,md,6450,f90295e7d00da4dd27ec03b2b41a3312a36f062f0f827ffe0c55c9121b7ae367,126
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M14_EXECUTION_ARCHITECTURE_v1.2.md,md,8045,d6da8d506963a969f8ac37afc6a90e74c121eaead96c8c5aa582f158890cb0c2,121
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M06_EXECUTION_ARCHITECTURE_v1.2.md,md,6939,e811681d4c253ee8bc02fa9ca1d1cbc9548781ba9dbfc213d66b86c2bc2baab7,112
step sync Step P__EXTRACTED/RUMAHAGEN_P4_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_FULL_REBUILD_20260907_v1.3__EXTRACTED/P4_M09_EXECUTION_ARCHITECTURE_v1.2.md,md,9212,76a591a8298f7dead1b3da3d858e487e306bebd8ba7ec456bbd8e18441692185,132
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_CONTROLLED_RESIDUAL_REGISTER.csv,csv,1039,79c08904e494bbe075e4c5f4cb84f631fc7404084d31c3cf14e0ca127ee89577,7
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1.md,md,9560,181f432606a40f854f84e8e87245ac2439d39331e630c1dcf55ebade330376d9,204
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_MODULE_DEPENDENCY_MATRIX_WORKBOOK_v1.1.xlsx,xlsx,12635,aedc04d41fbaae5a4ad2def9dffb11912b94f1e90060e146b5175cb97abd140c,
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1.docx,docx,40128,cfd158c906a5e9824e58a5afc377ec100cece3774270c9f01b0e1365e36b2419,125
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_SOURCE_SHA256_MANIFEST.csv,csv,598,07a2aa9daba8978165f102c4d7d7537427621228090348ac9e55e49db8d18296,5
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_INPUT_RECURSIVE_INVENTORY.csv,csv,734832,2efb598d8619f8b1b17a184e08fc2e5c2ffa15d669c6edfc969d8f24066af1d0,3292
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_CROSS_MODULE_CONTRACT_MATRIX.csv,csv,1709,a95c5bc0858b3bb054c3ce99d01b582c450aaa4fb26f974e29a5806074b883e9,19
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_DEPENDENCY_CLASSIFICATION_SUMMARY.csv,csv,179,f26e645450f4cf094bfa1173fb19af93073896584c075ae58dbedc4d8dccd4a8,9
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_MODULE_AUTHORITY_REGISTER.csv,csv,1535,79e2dbcd9b91052a03d3629d37cfed9085d4d75ac7fbcf5b7d9ff626affb9a9e,16
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_POST_BUILD_FINAL_ZIP_DEEP_SCAN_REVALIDATION_v1.1.md,md,475,24284f99353680535d8fde5f858230b701949e1d60c80a81a5a474bc08d56e9d,15
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_MASTER_MODULE_DEPENDENCY_MATRIX.csv,csv,5036,f81d5d83b5989a7a307c1bc2b74539900d9b42f818f837d4051cd7d949cdb3c6,66
step sync Step P__EXTRACTED/RUMAHAGEN_P1_MODULE_DEPENDENCY_MATRIX_FULL_REBUILD_20260907_v1.1__EXTRACTED/P1_POST_BUILD_SECOND_DEEP_SCAN_REPORT_v1.1.md,md,731,7cc9cda7333261b6c033f69e1dea3d018fba806d385ee0d3a59d4b17fc220569,19
step sync Step P__EXTRACTED/RUMAHAGEN_P15_PROJECT_CURRENT_STATE_FULL_REBUILD_v1.1__EXTRACTED/P15_SECOND_FULL_DEEP_SCAN_v1.1.md,md,740,7bc028379fb6d4500cbdd87a23e4f55d907ad4f9a770a7e53dbe4347b17c08e7,19
step sync Step P__EXTRACTED/RUMAHAGEN_P15_PROJECT_CURRENT_STATE_FULL_REBUILD_v1.1__EXTRACTED/P15_DEPENDENCY_CURRENT_STATE_v1.1.csv,csv,401,4465faf94bda00b31c5221698c3bc74236601e82af4542a750dfafd5f8fb35d2,5
step sync Step P__EXTRACTED/RUMAHAGEN_P15_PROJECT_CURRENT_STATE_FULL_REBUILD_v1.1__EXTRACTED/P15_FIRST_FULL_DEEP_SCAN_v1.1.md,md,655,f7bcdd96976465436ea8ff2641139c618883e2656bb7d20b5c922ee17c5f6e94,15
step sync Step P__EXTRACTED/RUMAHAGEN_P15_PROJECT_CURRENT_STATE_FULL_REBUILD_v1.1__EXTRACTED/README.md,md,944,cd3dac6a7b71b4196686f75c8ab667313a06eab37f09af54f0891630e3d272a5,19
step sync Step P__EXTRACTED/RUMAHAGEN_P15_PROJECT_CURRENT_STATE_FULL_REBUILD_v1.1__EXTRACTED/P15_FINAL_GATE_v1.1.md,md,690,bc40f596a92482e1a81d5ef3a14a8f683435a13c0747b8254d2700f469c81293,14
