archive,relative_path,zip_nesting_level,size
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/06_M06_FULL_REBUILD_CORRECTION_DECISIONS_v1.4.md,1,1553
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/03_M06_M03_FIELD_MAPPING_v1.3.csv,1,823
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/04_M06_QUESTION_INVENTORY_v1.4.csv,1,2339
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/05_M06_PERMISSION_MATRIX_FULL_24_ROWS_v1.4.csv,1,2459
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/02_M06_PROJECT_FIELD_INVENTORY_v1.4.csv,1,3186
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/08_M06_SECOND_PASS_PREP_QA_v1.4.md,1,675
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/06_M06_SECOND_PASS_QA_v1.3.md,1,566
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/04_M06_QIR_PERMISSION_RECONCILIATION_v1.0.csv,1,535
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/02_M06_QIR_CONTRADICTION_REGISTER_v1.0.csv,1,1675
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/10_M06_QIR_RESOLUTION_MATRIX_v1.0.xlsx,1,9737
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/01_M06_QIR_QUESTION_CLOSURE_MATRIX_v1.0.csv,1,5775
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/06_M06_QIR_PHYSICAL_RUNTIME_SEPARATION_v1.0.csv,1,470
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/05_M06_QIR_LIFECYCLE_AUTHORITY_RECONCILIATION_v1.0.csv,1,597
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/08_M06_QIR_FINAL_QA_v1.0.md,1,875
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/07_M06_QIR_RESIDUAL_DOWNSTREAM_REGISTER_v1.0.csv,1,958
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/03_M06_M03_FIELD_PARITY_RECONCILIATION_v1.0.csv,1,1472
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/00_M06_QIR_RESOLUTION_CONTROL_REPORT_v1.0.md,1,3735
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/M06_QIR_RESOLUTION_v1.0/09_M06_QIR_PROVENANCE_MANIFEST_v1.0.md,1,888
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/06_M06_MARKETING_KIT_PERMISSION_MATRIX.csv,1,668
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/14_M06_FULL_QUESTION_UPDATE.md,1,123
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/10_M06_LIFECYCLE_REVIEW_FULL.md,1,359
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/05_M06_M03_FIELD_MAPPING.csv,1,895
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/01_M06_FULL_REBUILD_CONTROL_REPORT_v1.2.md,1,1003
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/03_M06_SOURCE_INVENTORY_100PCT.csv,1,69297
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/16_M06_QA_FULL.md,1,348
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/11_M06_CROSS_MODULE_RECONCILIATION_FULL.md,1,323
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/12_M06_PHYSICAL_RUNTIME_PREREQUISITE_REVIEW_FULL.md,1,235
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/07_M06_LIFECYCLE_MATRIX.csv,1,745
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/18_M06_FULL_CONTROL_MATRIX_v1.2.xlsx,1,14277
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/19_M06_FULL_REBUILD_CONTROLLED_v1.2.docx,1,37097
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/08_M06_QUESTION_INVENTORY_FULL.csv,1,1286
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/09_M06_ROLE_SCOPE_REVIEW_FULL.md,1,420
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/04_M06_FULL_FIELD_INVENTORY.csv,1,3946
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/13_M06_GENUINE_BLOCKERS_FULL.md,1,286
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/15_M06_SECOND_PASS_SCAN_RESULT.md,1,462
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/02_M06_SOURCE_INVENTORY_100PCT.md,1,139
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/17_M06_CONTROLLED_OUTPUT_MANIFEST_FULL.md,1,167
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/11_M06_CROSS_ARTIFACT_RECONCILIATION_FULL.md,1,642
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/03_M06_SOURCE_INVENTORY_100PCT.csv,1,66475
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/04_M06_QUESTION_INVENTORY_100PCT.csv,1,2507
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/14_M06_FULL_LIFECYCLE_MATRIX.csv,1,992
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/10_M06_GENUINE_DOCUMENTARY_BLOCKERS_FULL.md,1,497
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/18_M06_CONTROLLED_OUTPUT_MANIFEST_FULL.md,1,362
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/20_M06_FULL_REBUILD_CONTROLLED_v1.1.docx,1,37366
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/07_M06_LIFECYCLE_REVIEW_FULL.md,1,679
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/09_M06_PHYSICAL_RUNTIME_PREREQUISITE_REVIEW_FULL.md,1,390
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/01_M06_FULL_REBUILD_CONTROL_REPORT_v1.1.md,1,1241
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/13_M06_FULL_PERMISSION_MATRIX.csv,1,2870
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/16_M06_FULL_QUESTION_UPDATE.md,1,578
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/19_M06_FULL_CONTROL_MATRIX_v1.1.xlsx,1,10723
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/15_M06_FULL_CROSS_MODULE_MATRIX.csv,1,567
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/08_M06_CROSS_MODULE_DEPENDENCY_REVIEW_FULL.md,1,439
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/12_M06_FULL_FIELD_INVENTORY.csv,1,2510
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/02_M06_SOURCE_INVENTORY_100PCT.md,1,170
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/05_M06_ROLE_SCOPE_REVIEW_FULL.md,1,739
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/06_M06_PERMISSION_DEPENDENCY_REVIEW_FULL.md,1,663
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/17_M06_FINAL_QA_FULL.md,1,1103
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/19_M06_FULL_REBUILD_CONTROLLED_v1.0.docx,1,37283
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/03_M06_QUESTION_INVENTORY_100PCT.md,1,203
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/12_M06_FULL_PERMISSION_ACTION_MATRIX.csv,1,668
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/18_M06_FULL_CONTROL_MATRIX.xlsx,1,7762
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/16_M06_QA.md,1,549
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/10_M06_FULL_FIELD_INVENTORY.csv,1,41
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/11_M06_FULL_ROLE_PERMISSION_MATRIX.csv,1,661
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/02_M06_SOURCE_INVENTORY_100PCT.csv,1,48037
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/14_M06_FULL_LIFECYCLE_MATRIX.csv,1,416
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/03_M06_QUESTION_INVENTORY_100PCT.csv,1,1778
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/01_M06_SOURCE_INVENTORY_100PCT.md,1,294
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/09_M06_GENUINE_DOCUMENTARY_BLOCKERS.md,1,391
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/08_M06_PHYSICAL_RUNTIME_PREREQUISITE_REVIEW.md,1,446
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/06_M06_LIFECYCLE_REVIEW.md,1,528
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/04_M06_ROLE_SCOPE_REVIEW.md,1,535
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/07_M06_CROSS_MODULE_DEPENDENCY_REVIEW.md,1,563
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/05_M06_PERMISSION_DEPENDENCY_REVIEW.md,1,548
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/00_M06_FULL_REBUILD_CONTROL_REPORT_v1.0.md,1,809
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/15_M06_FULL_QUESTION_UPDATE.md,1,416
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/17_M06_CONTROLLED_OUTPUT_MANIFEST.md,1,278
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/00_V1.4_BASELINE_RETAINED/00_V1.2_BASELINE_RETAINED/00_V1.1_BASELINE_RETAINED/00_V1.0_BASELINE_RETAINED/13_M06_FULL_CONFIGURATION_MATRIX.csv,1,328
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/source_extracts/M05_RECON/10_M05_ACTOR_SURFACE_FULL_v1.3.md,1,579
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/source_extracts/M05_RECON/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,1,38682
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/source_extracts/M05_RECON/17_M05_FINAL_QA_PRE_GATE_v1.3.md,1,1132
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/source_extracts/M05_RECON/09_M05_PHYSICAL_RUNTIME_PREREQUISITE_REVIEW_FULL_v1.3.md,1,414
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/source_extracts/M05_RECON/11_M05_CONFIGURATION_MATRIX_FULL_v1.3.md,1,782
/mnt/data/p1_v11_source_scan/src2/RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip,src2/__nested__/0076/source_extracts/M05_RECON/12_M05_ONLINE_MEETING_PROVIDER_FULL_v1.3.md,1,722
