finding_id,module,execution_wp,execution_batch,wp_exists,duplicate_finding,core_preserved,core_modified,p9_engineering_treatment,p11_context_required,runtime_status,documentary_evidence_status,p12_evidence_disposition,p12_stage_evidence,physical_runtime_gate,implementation_blocker_from_absence_of_physical_runtime,P14ManifestStatus
M08-IA-16,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-17,M08,M08-P4-WP03,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-18,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
PROP-M09-01,M09,M09-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
PROP-M09-02,M09,M09-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
PROP-M09-03,M09,M09-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
PROP-M09-04,M09,M09-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
PROP-M09-05,M09,M09-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
PROP-M09-06,M09,M09-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-01,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-02,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-03,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-04,M10,M10-P4-WP04,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-05,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-06,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-07,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-08,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-09,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-10,M10,M10-P4-WP03,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-11,M10,M10-P4-WP03,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-12,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-13,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-14,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-15,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-16,M10,M10-P4-WP02,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M10-CORE-17,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M11-CI-001,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M11-CI-002,M11,M11-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M11-CI-003,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M11-CI-004,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M11-CI-005,M11,M11-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M11-CI-006,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M11-CI-007,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M11-CI-008,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M11-CI-009,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M11-CI-010,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M12-CI-001,M12,M12-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M12-CI-002,M12,M12-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M12-CI-003,M12,M12-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M12-CI-004,M12,M12-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M12-CI-005,M12,M12-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M12-CI-006,M12,M12-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M12-CI-007,M12,M12-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M12-CI-008,M12,M12-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M12-CI-009,M12,M12-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M12-CI-010,M12,M12-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M13-CI-001,M13,M13-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M13-CI-002,M13,M13-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M13-CI-003,M13,M13-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M13-CI-004,M13,M13-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-001,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-002,M14,M14-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-003,M14,M14-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-004,M14,M14-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-005,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-006,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-007,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-008,M14,M14-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-009,M14,M14-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-010,M14,M14-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-011,M14,M14-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-012,M14,M14-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-013,M14,M14-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-014,M14,M14-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-015,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M14-CI-016,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
