UploadedSource,RelativePath,ZipNestingLevel,Extension,SizeBytes,SHA256
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/M03_RECON/_PROVENANCE_M03_V1.2_ORIGINAL/07_M03_RBAC_RLS_CONTRACT_FULL_v1.2.md,1,.md,1468,01509fa3b2025be1c425da46575cbba2491b78203d5061c89a86eb525eab6023
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/M03_RECON/_PROVENANCE_M03_V1.2_ORIGINAL/06_M03_API_CONTRACT_FULL_v1.2.md,1,.md,1992,7b89a05f96fea587c1390dce4a7276986e04ba5f8b2833ef2a020f037a104812
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/README_CURRENT_BASELINE.md,1,.md,2468,723ce919284891740a4a11501d925126f3163bc7e8ce458b5f07b1fd1543b878
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,1,.md,29348,504a5738b3a832159850b0c1035e95f02b509a773a52fb01b722948e01ab09c2
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/22_EXECUTION_BATCH/W4-02A.6.26_MODULE_EXECUTION_DEPENDENCY_BATCH_PLAN_v2.1.md,1,.md,40666,316a5cb6d2f71910f078d8b905a4b14024e3186361fa14cfaa9fa921e882d097
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip,1,.zip,32254,0d3b2ec0515b08e1977ffe9187a108f2a7483ba7f5a6d8da51b1ee0b951967fc
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip__unz/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M01_PHYSICAL_EXECUTION_SPEC_v2.1.md,2,.md,8933,db988febf9ef1ed6f6746177260d8fab50b5fbb93827afb708de163dd484a3ff
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip__unz/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M02_PHYSICAL_EXECUTION_SPEC_v2.1.md,2,.md,8656,062a76a24169a2115713a3db29c2b992fffab6482814c891285939c6c3cc9826
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip__unz/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M03_PHYSICAL_EXECUTION_SPEC_v2.1.md,2,.md,9445,e8e6797c1859277ab0b9506c6932f6748d38172bf3a0e553faef0249757ff7ae
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip__unz/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M04-S_LEARNING_SESSION_EXECUTION_SPEC_v2.1.md,2,.md,2717,ac6d797bc39eccdbb1a886c0f6a7f7e6c68b2d995076d3573b64e78a5668b519
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip__unz/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M04_PHYSICAL_EXECUTION_SPEC_v2.1.md,2,.md,9572,e53738d64585fabb71fa572ae11d90722723c1882890ba4b0ba8338eadeb1ecd
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip__unz/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M05_PHYSICAL_EXECUTION_SPEC_v2.1.md,2,.md,8391,7315bc7f2937c652967141dddbe1d3e151a0c9835ad21b2bdf4895f3bdb5b513
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip__unz/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M06_PHYSICAL_EXECUTION_SPEC_v2.1.md,2,.md,8388,9337b8ca83b7309dfd57a31a904391d46c21888f6ee1fde93bbaefd7bc89dc3b
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip__unz/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M07_PHYSICAL_EXECUTION_SPEC_v2.1.md,2,.md,8514,662cf023986fc73f6684c928b3c4e00ba5e8e01b2ad07951945b5c9de67808e7
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip__unz/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.md,2,.md,12149,ffdcb89752116a428d687955f911c8769cdd4828096a2f8ec60ff28c75abe543
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.md,1,.md,12149,ffdcb89752116a428d687955f911c8769cdd4828096a2f8ec60ff28c75abe543
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/01_GOVERNANCE/W4-02A.6.2_GOVERNANCE_REGISTER_FULL_CONSOLIDATED_v1.16.docx,1,.docx,44768,1840df18fb6c512879033d1c5e27c543752a1d59a800f6348f0455430c2bd86c
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,1,.docx,41616,cbcbca4b502c429c6b5b6c59c4c67165570619a503c7d5b59d6c1940905368a8
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,1,.docx,62303,5a5ba139cff31fbd297cac3871a3b250f13b94dabcb15b49d89af86ca785cb88
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/00_CONTROL/SOURCE_INDEX_v1.3.csv,1,.csv,7285,c7d0d912ad37ed28754d02b452ccf5e717645764004c16fb48e77628bec0f111
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/00_CONTROL/SOURCE_INDEX_v1.3.md,1,.md,8161,7dc272fc4716760a1fec381734136d2e47d2b97e66957d15c9b1225e91eb6329
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/00_CONTROL/W4-02A.7_RECURSIVE_SOURCE_AUDIT_REGISTER_v1.0.csv,1,.csv,208747,0144e3114a170252011dc57f391f31155248c10543ef8e3e3aeece81cd85ff7f
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,1,.docx,41256,4d76cde4437c52e9c1752d99888095253eb748bc25bc8138fc4ae06701da5aec
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,1,.md,11519,12847c5b3609b6ba0f67ce54e7e48627e9d24f7293a9c7bfbb59c75ff5243f32
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/00_CONTROL/RENAME_REGISTER_6.33.md,1,.md,645,17ff728177e5ea174227267c4e0ff452d556bd598669f6502b803a62b96a646c
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/00_CONTROL/SHA256_MANIFEST_CORE_FINAL_v1.3.csv,1,.csv,7054,8a197083cd0ec7e79bb6269ab8199d215d4a83716fb28b1081b26d8006e96c5e
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/19_IMPLEMENTATION_STRATEGY/W4-02A.6.23_MODULE_IMPLEMENTATION_STRATEGY_INTEGRATED_IMPLEMENTATION_SEQUENCING_v2.1.md,1,.md,56613,051aa36f9444153d1d56df6d960bd80d91922f3c1f84c02d636dc111dd20d47f
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/05_TECHNICAL_DECISIONS/W4-02A.6.6_TECHNICAL_DECISIONS_FULL_CONSOLIDATED_v1.6.docx,1,.docx,47059,2ddccdf939a59149b9404ad14c0dbfda1149fb31d23ba77e1b27c24bf05101fa
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,1,.docx,48108,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,1,.md,31681,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/06_DEPENDENCY_MANIFEST/W4-02A.6.7_DEPENDENCY_MANIFEST_FULL_CONSOLIDATED_v1.9.docx,1,.docx,48323,66a12120b244cf487b41584b1bfdd3e81cddbc8b82f9c2ee12779e72d423c693
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,1,.md,68505,be0af1e745ac3d19a65abb90beff833941b1d1fb5a4fd1233c681a84023e75de
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,1,.docx,65180,fbfc539044ed2b7037ebee6ed5d5065c4e14efbd042a4928b107c02c210277d1
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0.zip,1,.zip,19788,e4ee433128935fae30bfd64d05c3f37d426bafd012ed24842912c1354a8d2df0
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0.zip__unz/RUMAHAGEN_W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_BASELINE_v1.0.sql,2,.sql,113290,51be1733302566feed6c193c89418ef5038441a5968c0717b6be9eb9fdb32fa6
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0.zip__unz/RUMAHAGEN_W4-02_CANONICAL_MIGRATION_BASELINE_v1.0.md,2,.md,1337,03062a3e327d0c069d8a66f3c07254c13cd8c40931a8d8630a366d7345aaafa2
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0.zip__unz/RUMAHAGEN_W4-02_EXECUTION_PHASE_REGISTER_v1.0.csv,2,.csv,816,8063d32ad50ead75a367f7fbf85cf047811df3c6f22beb1d2097de6042716f60
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0.zip__unz/RUMAHAGEN_W4-02_CANONICAL_86_TABLE_REGISTER_v1.0.csv,2,.csv,6480,0dcbfeb80dbf83e876cea932e0a90b415bda4f21d620695854729b134f43d83f
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,1,.zip,20762,fa720ebe06c1070155e2ddddba6215f8c764b55ac67af2123aa75831b7f84784
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip__unz/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_v1.0.sql,2,.sql,104518,0efce0e6e9074732735ee71da69575c3df9a7fba58961b4d3921480cbbd71e26
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip__unz/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_v1.0.md,2,.md,5307,f00f28aed28f98f361117daf8b9fd06c40a3602d0b3ab3339a6d47228211ed51
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6.zip,1,.zip,18571,6d4c04df87e2d52e2b2787f4f558456e20394c61a3a81e283938a11f830dfe1a
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6.zip__unz/RUMAHAGEN_W4-01E_FINAL_CANONICAL_BUILD_FROM_ZERO_DATABASE_SCHEMA_v2.6.sql,2,.sql,106605,73bc0e2803d1e27160cb9fc8ad61b013b079c50a67b8f1f6e6f5432b4a1c9531
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6.zip__unz/RUMAHAGEN_W4-01E_FINAL_SCHEMA_CLOSURE_AND_FREEZE_v2.6.md,2,.md,1337,03062a3e327d0c069d8a66f3c07254c13cd8c40931a8d8630a366d7345aaafa2
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6.zip__unz/RUMAHAGEN_W4-01E_FINAL_CANONICAL_TABLE_REGISTER_v2.6.csv,2,.csv,8023,d3c8386f3cb4a694c51833b50a1114c102f0bfad1e8bf62e188075c463a6308d
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6.zip__unz/RUMAHAGEN_W4-01E_GATE_CLOSURE_REGISTER_v2.6.csv,2,.csv,1080,1760c5af3922dc7e2ae205951ad5b559611172059427cac479a5b20cef0b391b
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02A.6.15_DATABASE_SCHEMA_CURRENT_PHYSICAL_SCHEMA_REFERENCE_FULL_CONSOLIDATED_v2.7.docx,1,.docx,74525,91d9d78bc4d0818bca5802f0315f3d1146d0a32a9645646607418708745f79b9
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,1,.md,46464,8e82d6f1308995ba163d0c2c49786c8b8999d7c2e6b4388e07661678ffa095a3
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/28_AI_CONTEXT/W4-02A.6.32_AI_CONTEXT_PACK_v2.1.md,1,.md,19773,b4a5c5863ffc9934467688078144210f23eed59e3f574b9eaba171a10f7a1bae
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/10_DATABASE_DICTIONARY/W4-02A.6.14_DATABASE_DICTIONARY_CURRENT_LOGICAL_TO_PHYSICAL_DATA_MEANING_FULL_CONSOLIDATED_v2.2.docx,1,.docx,78665,8abcb2ca2e275288c83add193936a2763c9e3c9c75ba38088289a18080956219
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,1,.md,49622,30a5c406428ad0e2e377e2803a77d16c0d9cac0f7f6c1249dadb89d1360bc9e3
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/08_USER_FLOW/W4-02A.6.12_USER_FLOW_CURRENT_CROSS_DOMAIN_INTERACTION_FLOW_FULL_CONSOLIDATED_v2.1.docx,1,.docx,51562,bc5e3f9af3842e727f34d2ef0c4f3b91cc52c911645698696b92b0745bbbd4de
M01-M15 new recon(20260908-034650).zip,RUMAHAGEN_WF03_M06_QIR_RESOLUTION_CONTROLLED_v1.0_FULL_VERSION.zip__unz/source_extracts/CORE/RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,1,.docx,93386,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884
