finding_id,module,classification,core_artifact_id,core_path,mxx_authority_artifact,semantic_delta_or_resolution,step13_evidence_artifact,successor_core_location,disposition,core_detail_retained,mxx_valid_detail_retained,approved_conflict_update_applied,whole_artifact_replacement,silent_deletion,provenance_complete,physical_runtime_status,successor_semantic_presence,successor_propagation_status,p6_execution_wp,p6_execution_batch
M06-CI-011,M06,AUGMENT,CAM11-0033,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,Claim approval authority,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0033,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M06-P4-WP04,B03
M06-CI-012,M06,ADD-NEW,CAM11-0018,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,Approval Claim artifact,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0018,ADD-NEW,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M06-P4-WP04,B03
M06-CI-013,M06,CONTROLLED,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,Developer Project ownership ≠ Listing authority,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0016,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M06-P4-WP04,B03
M06-CI-014,M06,AUGMENT,CAM11-0067,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,Approved Claim → Agent-owned Listing initialization,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0067,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M06-P4-WP04,B03
M06-CI-015,M06,CONTROLLED,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,Project Media vs Listing media,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0016,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M06-P4-WP02,B03
M06-CI-016,M06,CONTROLLED,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,Physical/runtime separation,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0011,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M06-P4-WP04,B03
M06-CI-017,M06,CONTROLLED,CAM11-0034,14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,Existing Core developer module CRUD,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0034,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M06-P4-WP01,B03
M06-CI-018,M06,PRESERVE,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,Non-exclusivity,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0016,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M06-P4-WP01,B03
M07-IA-001,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Semantic scope,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0011,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP01,B03
M07-IA-002,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Bank Master semantic authority,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0011,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP01,B03
M07-IA-003,M07,CONTROLLED,CAM11-0018,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Bank Master physical representation,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0018,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M07-P4-WP01,B03
M07-IA-004,M07,CONTROLLED,CAM11-0035,15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Admin configuration enforcement,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0035,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M07-P4-WP02,B03
M07-IA-005,M07,CONTROLLED,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,API contract,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0032,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M07-P4-WP04,B03
M07-IA-006,M07,PRESERVE,CAM11-0052,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M07_PHYSICAL_EXECUTION_SPEC_v2.1.md,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Threshold,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0052,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP02,B03
M07-IA-007,M07,PRESERVE,CAM11-0035,15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Bank display limit,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0035,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP02,B03
M07-IA-008,M07,PRESERVE,CAM11-0041,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Interpretation bands,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0041,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP02,B03
M07-IA-009,M07,PRESERVE,CAM11-0018,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Simulation persistence,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0018,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP03,B03
M07-IA-010,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Sharing/revoke,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0011,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP03,B03
M07-IA-011,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Buyer OWN/OPEN,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0011,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP03,B03
M07-IA-012,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,M07 authority boundary,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0011,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP01,B03
M07-IA-013,M07,PRESERVE,CAM11-0067,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,AI boundary,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0067,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP01,B03
M07-IA-014,M07,PRESERVE,CAM11-0038,18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,M09 dependency,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0038,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP04,B03
M07-IA-015,M07,PRESERVE,CAM11-0038,18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,M10 dependency,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0038,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP04,B03
M07-IA-016,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Physical proof gate,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0011,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP04,B03
M07-IA-017,M07,PRESERVE,CAM11-0041,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Runtime proof gate,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0041,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP04,B03
M07-IA-018,M07,PRESERVE,CAM11-0041,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Physical baseline authority,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0041,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M07-P4-WP01,B03
M07-IA-019,M07,CONTROLLED,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,Core version provenance,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0011,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M07-P4-WP01,B03
M05-CI-001,M05,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION.zip,Event / Calendar / Event Registration canonical scope,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M05-P4-WP01,B04
M05-CI-002,M05,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION.zip,Event quota = maximum Registered participants; not commercial entitlement or Session capacity,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M05-P4-WP02,B04
M05-CI-003,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION.zip,Waitinglist has no queue number/rank; participants are equal,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,ADD-NEW,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M05-P4-WP02,B04
M05-CI-004,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION.zip,First successful registration captures an available slot,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,ADD-NEW,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M05-P4-WP02,B04
M05-CI-005,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION.zip,Registration window closes at start_at + 1 hour,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,ADD-NEW,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M05-P4-WP02,B04
M05-CI-006,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION.zip,Pre-start cancellation returns one quota slot,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,ADD-NEW,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M05-P4-WP02,B04
M05-CI-007,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION.zip,Attendance optional; no-show does not auto-cancel registration,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,ADD-NEW,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M05-P4-WP02,B04
M05-CI-008,M05,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION.zip,Event cancellation is distinct from participant registration cancellation,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M05-P4-WP02,B04
M05-CI-009,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION.zip,Event-start notification targets registered and waitinglist participants; M08 remains delivery/projection layer,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,ADD-NEW,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M05-P4-WP03,B04
M05-CI-010,M05,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION.zip,Developer Partner event publication follows M05 Event lifecycle/permission semantics,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M05-P4-WP04,B04
