root_source,depth,path,kind,size,sha256,error
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_DUPLICATE_CONTENT_GROUPS.csv,member,623601,16c442708eb275a6034fa2c4adb57e3f3469fc3962b722b3377107dc73907aa9,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_FINAL_GATE.md,member,879,cf25c4c8edc724977b6f09fa898b12ca09c7bc005e53f0381f7155b8f5f5e4d3,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_FINDING_REGISTER.csv,member,2076,5127b904539ff034df6f9d9d095a733eafb2f0f74311cc3dd72746490bcedb37,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_FIRST_DEEP_SCAN.md,member,1045,03695e173c5456b51e94bf54597c0c5bb72d918253c2f00bf3c426d0c5626cf5,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_LOCKED_DECISION_MANIFEST_7.csv,member,1600,a31937d7711e6fa6657ddbf0c4b8301905f7eb636ddd76f60a35eaaf5a48187c,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_M01-M15_DEPENDENCY_MANIFEST_65.csv,member,4970,68885bbb1a5ca965f62101823586c43fb6cdb5f9f3dbaf06c588f706bcb75574,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_M01-M15_MANIFEST.csv,member,3969,24174f1834ef500874756faeb91a9b540e2ee9d57bf83c410574ebc080441f0a,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_M01-M15_OBLIGATION_MANIFEST_57.csv,member,15538,653461405441596ce8a0656173e3e62104ef57d289078509285e03fe4c5f8c96,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_M01-M15_PRIMARY_MANIFEST.csv,member,4114,81103a8721ce976c1987f7a32c58f7fc7f99978625039d08ab7e187182aa8d99,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_MACHINE_SUMMARY.json,member,1016,1201845b90c444c46958fde65b586f65d95ff4b7c28e3e1c885552cd8c15e9b2,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_MODULE_SUPPORTING_ARTIFACTS.csv,member,7155,e77d99cae759ca0c1007d47cedc55be68af8b558c40c9ed270bc77ba1e700b16,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_OUTPUT_SHA256_MANIFEST.csv,member,3046,b47a1fbde31de1c292decc77de48614227b1c8eb28c9a469d7e7cc8f34799182,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_P1-P13_COVERAGE.csv,member,323,6481db4408edd01b09a48a285aa2ad9cf100ffcbcff8fbbac3846c2061d40237,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_P13_DECISION_COVERAGE_64.csv,member,44673,b60b5029c39a0ab83a175238ceb15b5b6d586fa382a69fdf92d8a1338dc6e242,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_PROJECT_MANIFEST_FULL_REBUILD_v1.1.docx,member,37659,3d7dc75905f97590d8b16b15a8e6f1ceedef6321a066e3463be48fc64068371e,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.docx,member,37963,e4466fddc1f9ca2adb9715d180547f7f8198f993d188169097b32269e17200f7,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_PROVENANCE_MANIFEST.csv,member,3298,69f1252e4d4ef1ff786117307b0e5748936be858a67e0ecc56257a6c5608699f,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_RECURSIVE_SOURCE_INVENTORY.csv,member,778032,3a1b68e635e80c015ddf104f1cf9112d12015876426658e33301add8b3362f67,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_SCOPE_GAP_CHECK.csv,member,1107,1dfa5238561c6cf50066cdeb6f817580ff3168bf8e692f844932af6b920e9e47,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_SECOND_DEEP_SCAN.md,member,888,7a237782f20b9abaf79257f2003a636ace65fe9219f02408d6dcf8d8834dedf5,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/P14_SUPERSESSION_REGISTER.csv,member,1080,c86f0271b3c3d341ba54c1d0e5515ab8f1bdbb89dc49412f6591da6dbad541cb,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P14_PROJECT_MANIFEST_FULL_REBUILD_v1.2.zip/README.md,member,1396,fb3f5f6a949002e8463030221c26be29ee859b78daef39de8e2e8f0825515290,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,2,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip,member,54276,e72e05f19c09c1976673015a4b416359ae5ae9059ad8860df8ef77bc2d9338b3,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,2,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip,zip_container,54276,e72e05f19c09c1976673015a4b416359ae5ae9059ad8860df8ef77bc2d9338b3,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_CHANGE_LOG.csv,member,3379,2547cb6020fb56181e6284c6a0aa5d2ba5f4bd39c2e0b7ed64d3ed97a7a9f1b0,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_CONTROLLED_DECISION_RESIDUAL_REGISTER.csv,member,4575,43f165b9b0e60dff0e75181f82071f5f22775f2e6755ad235f1cad404315e11d,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_CORE_V1.3_DECISION_PRESERVATION.csv,member,4640,bd07398ac22ca2e0a6de49ca278612bd799ca6bfcf85adb33ca0b27d09d7006b,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_CORE_V1.3_P13_SCOPE_GAP_CHECK.csv,member,684,db0cf88de53349ba0b8c52d5084fa2941534e0537d77e9be19f0588ab6a70687,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_DECISION_LOG_FULL_REBUILD.docx,member,38381,1b8d007a68f43f81e800a23589a55a19b8000b26cc46381129c7a646d122891f,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_DECISION_REGISTER.csv,member,37218,d1bdf8756485e06c7d78ed6b6fd4198daf0ed7fe23577b700881be219b9a0882,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_DECISION_TO_CHANGE_TRACEABILITY.csv,member,13567,9f1463e1a7041afd037c14d4ce232787551bbb5cf7973ef58b29d2ce51a32e4e,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_FINAL_GATE.md,member,1123,c57f7d310fe80de0494d1c5a568d441878f9ccfd955c3fc39dea90041b1c9f4c,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_FINDING_REGISTER.csv,member,1351,fdf45753c2702ec1a121be1895f530f215082edfa2f3bdc9e165c4432374f5a5,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_FIRST_DEEP_SCAN.md,member,749,c6379e81a423af2eb921b5b689c427a1be967013a24a4ae1e2b16efb1d452e69,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_M01-M15_DECISION_RECONCILIATION.csv,member,1874,c5428af4dc441b46966a499d326265faf9c8eb3a88470d1b30ccd9df8e2ffdeb,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_M01-M15_OBLIGATION_DECISION_COVERAGE.csv,member,7626,d05447e0ac2fb4c8f36f24f5b39559d4e3e3b18af8adbde3c94fab72f8028e6b,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_OUTPUT_SHA256_MANIFEST.csv,member,1755,90ff6b656d85c13abe16377149be40b2f7e73256f5887a652aaf4dcffef10e0c,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_P1-P12_DECISION_COVERAGE_MATRIX.csv,member,1175,d3986c2f4c24e5688a917563df08f8e9495b6db7300bdd04606ebb9705ef1b4a,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_PROVENANCE_MANIFEST.csv,member,1949,447e27921491c0b86bf4329ee01522256a2da7434913db2cb5a6f3dbd3a65e1a,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_SECOND_DEEP_SCAN.md,member,957,72f3955b4a0ec83ef9f373ac1b902bc03ef76c9d019db5e7547977a98f4ba4c9,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/P13_SUPERSESSION_REGISTER.csv,member,885,47925f9dcc46ad17a7c58d167002f844441d094632a42f7b6ddf5014bc00f510,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P13_DECISION_CHANGE_LOG_FULL_REBUILD_v1.2.zip/README.md,member,1207,71ed86077b53214dca3bd5a2713405db470d881b300a6e049dd75b05505599a5,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,2,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip,member,251930,0c6aa3931166aa1f9407d14cf55532e48f981298048085455a3f65f35dae13da,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,2,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip,zip_container,251930,0c6aa3931166aa1f9407d14cf55532e48f981298048085455a3f65f35dae13da,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_API_CONTRACT_DOCUMENTARY_EVIDENCE_3_v1.1.csv,member,538,5063a030069c35fb22761e51a4b0a38140c381ac3bc2c3e78b5809b1403701c0,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_CLAIM_STRENGTH_AND_EVIDENCE_MATURITY_7_v1.0.csv,member,548,c5d44bd20587e2c40e50e39048ea907669f51f9812b683fb7d7f1be68b8057c3,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_CONTROLLED_RESIDUAL_RECONCILIATION_47_v1.0.csv,member,11158,9ded8f2ca2b47976c0789ed2ed2dae62876f9fc26ddd9fc69927bc4587f4b1eb,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_CORE_6.30_6.31_6.32_DOCUMENTARY_RECONCILIATION_3_v1.1.csv,member,507,61b526c64639f203d5b695f61f13e223df6e97a3f8299720f60bb6debd6343a2,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_CORE_V1.3_DOCUMENTARY_EVIDENCE_RECONCILIATION_223_v1.0.csv,member,40543,e4301932dddf96e0506fe16b1814dd265b6a160b7a8c87ea37d2cf87a83a9b13,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_CORE_V1.3_DOCUMENTARY_EVIDENCE_RECONCILIATION_223_v1.1.csv,member,54494,3a296bd86612ccb12bd4d87fe05c546f526b094bc8ff3285fb39840a53c72271,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_CROSS_DOMAIN_DOCUMENTARY_EVIDENCE_RECONCILIATION_9_v1.0.csv,member,1575,8261344bd7483f6ad980c1e9f80f7afd32a395428977f8badcd4670dfa4f4e83,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_CURRENT_UPLOAD_SOURCE_SHA256_MANIFEST_v1.1.csv,member,1536,013bef351a413ba286647053d81c4f1bc76393c2da93357f03dcd75fa9f11ef9,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_DEPENDENCY_DOCUMENTARY_EVIDENCE_RECONCILIATION_65_v1.0.csv,member,28335,98398839eda06474d8b01a9eb90ede4d816ad36c9d04bdecf1f851a391869596,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_EVIDENCE_GAP_CLASSIFICATION_4_v1.0.csv,member,565,4cb525341a6e301f60fd31698a3e2e834743f2ee9d6ec492a0284a1682b4b5bb,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_FINAL_GATE_MATRIX_v1.0.csv,member,2040,717f612315b56edf2164decf433d1c74a7226dd38dcfdfa042fd2dac3e368064,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_FINAL_GATE_MATRIX_v1.1.csv,member,1495,6c8718006055b673cfe8cebf30bfc1ae8db351069a9accf6571703bfca1ffb7c,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_FINAL_GATE_P13_HANDOFF_v1.1.md,member,825,c4c85fc0ae0816e86a6c7bdab7edfd25c6d032196d5d60681b42fee19846e957,
Core baru RumahAgen-SaaS-GitHub-Ready(1).zip,3,Core baru RumahAgen-SaaS-GitHub-Ready(1).zip/RumahAgen-SaaS-GitHub-Ready-Pseries-Renamed-20260908/archive/source-packs-current/step sync Step P.zip/RUMAHAGEN_P12_RECONCILIATION_EVIDENCE_FULL_REBUILD_20260908_v1.1.zip/P12_FINDING_REGISTER_v1.0.csv,member,1407,1a34e8191a05f95d2243704de26932073e30d60fd382c371e78ef33da78b731f,
