finding_id,module,core_artifact_id,classification,semantic_detail,final_semantic_authority,authority_role,authority_resolution,core_authority_owner,mxx_authority_artifact,step05_required,step06_merge_status
M08-IA-11,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Projection boundary,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-12,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Idempotency/retry,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-13,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Provenance/audit,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-14,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Supersession,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-15,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Physical/runtime gate,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-16,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Permission cardinality,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-17,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Source authority preservation,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-18,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,Master progress,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
PROP-M09-01,M09,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,Core API /admin/reports/export,M09,DOMAIN_AUTHORITY,M09 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
PROP-M09-02,M09,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,Core API /admin/audit-logs,M09,DOMAIN_AUTHORITY,M09 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
PROP-M09-03,M09,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,CONTROLLED,Core M09 physical execution spec,M09,DOMAIN_AUTHORITY,M09 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE EXECUTION SPECIFICATION AUTHORITY,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
PROP-M09-04,M09,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,M10/RLS system_configs SELECT,M09,DOMAIN_AUTHORITY,M09 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,M10 AUTHORIZATION AUTHORITY,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
PROP-M09-05,M09,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CONTROLLED,Provider catalogue physical routing,M09,DOMAIN_AUTHORITY,M09 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
PROP-M09-06,M09,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,CONTROLLED,Reconciliation physical actions,M09,DOMAIN_AUTHORITY,M09 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE RECONCILIATION EVIDENCE AUTHORITY,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-01,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Core RBAC,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-02,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Core Permission,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-03,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Core Scope,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-04,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Core RLS,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-05,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Core UI/UX,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-06,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Core API,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-07,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Core ERD / DB,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-08,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Core lifecycle,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-09,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Core actor/role,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-10,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Core organization boundary,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-11,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Core ownership boundary,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-12,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Core cross-module authorization,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-13,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,Core implementation/downstream,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-14,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Privilege escalation,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-15,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Effective authorization resolution,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-16,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Preset lifecycle/recovery,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M10-CORE-17,M10,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,WF03 legacy baseline,M10,DOMAIN_AUTHORITY,M10 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M05-CI-001,M05,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Event / Calendar / Event Registration canonical scope,M05,DOMAIN_AUTHORITY,M05 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,NO,CLOSED
M05-CI-002,M05,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Event quota = maximum Registered participants; not commercial entitlement or Session capacity,M05,DOMAIN_AUTHORITY,M05 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,NO,CLOSED
M05-CI-003,M05,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,ADD-NEW,Waitinglist has no queue number/rank; participants are equal,M05,DOMAIN_AUTHORITY,M05 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,NO,CLOSED
M05-CI-004,M05,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,ADD-NEW,First successful registration captures an available slot,M05,DOMAIN_AUTHORITY,M05 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,NO,CLOSED
M05-CI-005,M05,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,ADD-NEW,Registration window closes at start_at + 1 hour,M05,DOMAIN_AUTHORITY,M05 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,NO,CLOSED
M05-CI-006,M05,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,ADD-NEW,Pre-start cancellation returns one quota slot,M05,DOMAIN_AUTHORITY,M05 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,NO,CLOSED
M05-CI-007,M05,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,ADD-NEW,Attendance optional; no-show does not auto-cancel registration,M05,DOMAIN_AUTHORITY,M05 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,NO,CLOSED
M05-CI-008,M05,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Event cancellation is distinct from participant registration cancellation,M05,DOMAIN_AUTHORITY,M05 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,NO,CLOSED
M05-CI-009,M05,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,ADD-NEW,Event-start notification targets registered and waitinglist participants; M08 remains delivery/projection layer,M05,DOMAIN_AUTHORITY,M05 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,NO,CLOSED
M05-CI-010,M05,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Developer Partner event publication follows M05 Event lifecycle/permission semantics,M05,DOMAIN_AUTHORITY,M05 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,NO,CLOSED
M11-CI-001,M11,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,M02 Agent → M11 public profile SEO,M11,DISCOVERY_MEASUREMENT_AUTHORITY,M11 owns discovery/SEO/measurement; underlying domains own resource lifecycle/state.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,NO,CLOSED
M11-CI-002,M11,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,M03 Listing → M11 Listing SEO/lifecycle discovery,M11,DISCOVERY_MEASUREMENT_AUTHORITY,M11 owns discovery/SEO/measurement; underlying domains own resource lifecycle/state.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,NO,CLOSED
M11-CI-003,M11,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,M04 Learning/Session → M11 discovery/measurement,M11,DISCOVERY_MEASUREMENT_AUTHORITY,M11 owns discovery/SEO/measurement; underlying domains own resource lifecycle/state.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,NO,CLOSED
M11-CI-004,M11,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,M05 Event → M11 Event discovery,M11,DISCOVERY_MEASUREMENT_AUTHORITY,M11 owns discovery/SEO/measurement; underlying domains own resource lifecycle/state.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,NO,CLOSED
M11-CI-005,M11,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,M06 Developer/Project → M11 Project SEO,M11,DISCOVERY_MEASUREMENT_AUTHORITY,M11 owns discovery/SEO/measurement; underlying domains own resource lifecycle/state.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,NO,CLOSED
M11-CI-006,M11,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,M09 Static Public Content → M11 discovery,M11,DISCOVERY_MEASUREMENT_AUTHORITY,M11 owns discovery/SEO/measurement; underlying domains own resource lifecycle/state.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,NO,CLOSED
M11-CI-007,M11,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,M09 Announcement/Promotion → M11 discovery/measurement,M11,DISCOVERY_MEASUREMENT_AUTHORITY,M11 owns discovery/SEO/measurement; underlying domains own resource lifecycle/state.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,NO,CLOSED
M11-CI-008,M11,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,M10 authorization → M11 access filtering,M11,DISCOVERY_MEASUREMENT_AUTHORITY,M11 owns discovery/SEO/measurement; underlying domains own resource lifecycle/state.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,NO,CLOSED
M11-CI-009,M11,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,M15 Award → M11 permitted public presentation,M11,DISCOVERY_MEASUREMENT_AUTHORITY,M11 owns discovery/SEO/measurement; underlying domains own resource lifecycle/state.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,NO,CLOSED
M11-CI-010,M11,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,M11 controlled architectural impact / no semantic blocker,M11,DISCOVERY_MEASUREMENT_AUTHORITY,M11 owns discovery/SEO/measurement; underlying domains own resource lifecycle/state.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,NO,CLOSED
M12-CI-001,M12,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,M12 Organization/Membership/Context ownership,M12,DOMAIN_AUTHORITY,M12 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE PRODUCT REQUIREMENTS AUTHORITY,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.md,NO,CLOSED
