artifact_id,core_path,layer,authority_owner,authority_source_artifact,authority_basis,authority_scope,core_section_heading,core_evidence_line,core_evidence_excerpt,resolution_status,step07_authority_classification,step07_resolution_note
CAM11-0065,25_EXECUTION_AUDIT/W4-02A.6.29_EXECUTION_PACK_AUDIT_RECONCILIATION_v2.1.md,25_EXECUTION_AUDIT,CORE EXECUTION AUDIT / RECONCILIATION AUTHORITY,00_CONTROL/W4-02A.7_RECURSIVE_SOURCE_AUDIT_REGISTER_v1.0.csv,Execution audit/reconciliation control,CORE EXECUTION AUDIT / RECONCILIATION AUTHORITY,# RUMAHAGEN — W4-02A.6.29,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE EXECUTION AUDIT / RECONCILIATION AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0066,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Engineering alignment is controlled by Core governance,CORE ENGINEERING ALIGNMENT AUTHORITY,# RUMAHAGEN — W4-02A.6.30,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE ENGINEERING ALIGNMENT AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0067,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,27_AI_BLUEPRINT,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,AI development blueprint is controlled project context,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,# RUMAHAGEN — W4-02A.6.31,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0068,28_AI_CONTEXT/W4-02A.6.32_AI_CONTEXT_PACK_v2.1.md,28_AI_CONTEXT,CORE AI CONTEXT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,AI context pack is controlled project context,CORE AI CONTEXT AUTHORITY,# RUMAHAGEN — W4-02A.6.32,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE AI CONTEXT AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0069,29_FINAL_CONTROL/W4-02A.6.33_DECISION_LOG_FINAL_v2.1.md,29_FINAL_CONTROL,CORE FINAL CONTROL / DECISION AUTHORITY,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Final control records and decision/changelog authority,CORE FINAL CONTROL / DECISION AUTHORITY,# RUMAHAGEN — W4-02A.6.33,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE FINAL CONTROL / DECISION AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0070,29_FINAL_CONTROL/W4-02A.6.34_CHANGELOG_FINAL_v1.0.docx,29_FINAL_CONTROL,CORE FINAL CONTROL / DECISION AUTHORITY,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Final control records and decision/changelog authority,CORE FINAL CONTROL / DECISION AUTHORITY,NO_HEADING_DETECTED,1,RUMAHAGEN — CHANGELOG,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE FINAL CONTROL / DECISION AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0071,29_FINAL_CONTROL/W4-02A.6.35_PROJECT_MANIFEST_FINAL_v1.32.docx,29_FINAL_CONTROL,CORE FINAL CONTROL / DECISION AUTHORITY,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Final control records and decision/changelog authority,CORE FINAL CONTROL / DECISION AUTHORITY,NO_HEADING_DETECTED,1,RUMAHAGEN — PROJECT MANIFEST,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE FINAL CONTROL / DECISION AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0072,29_FINAL_CONTROL/W4-02A.6.36_CURRENT_PROJECT_STATE_FINAL_rev15.docx,29_FINAL_CONTROL,CORE FINAL CONTROL / DECISION AUTHORITY,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Final control records and decision/changelog authority,CORE FINAL CONTROL / DECISION AUTHORITY,NO_HEADING_DETECTED,1,RUMAHAGEN — CURRENT PROJECT STATE,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE FINAL CONTROL / DECISION AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0073,29_FINAL_CONTROL/W4-02A.6.37_FINAL_CROSS_DOCUMENT_RECONCILIATION_v1.0.docx,29_FINAL_CONTROL,CORE FINAL CONTROL / DECISION AUTHORITY,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Final control records and decision/changelog authority,CORE FINAL CONTROL / DECISION AUTHORITY,NO_HEADING_DETECTED,1,RUMAHAGEN — FINAL CROSS-DOCUMENT RECONCILIATION,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE FINAL CONTROL / DECISION AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0074,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,30_RECONCILIATION_EVIDENCE,CORE RECONCILIATION EVIDENCE AUTHORITY,00_CONTROL/W4-02A.7_RECURSIVE_SOURCE_AUDIT_REGISTER_v1.0.csv,Reconciliation evidence and audit lineage,CORE RECONCILIATION EVIDENCE AUTHORITY,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.5R SOURCE UPDATE REVALIDATION,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE RECONCILIATION EVIDENCE AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0075,30_RECONCILIATION_EVIDENCE/W4-02A.5_CROSS_DOMAIN_CONFLICT_RESIDUAL_AUDIT_FULL_CONSOLIDATED_v1.0.docx,30_RECONCILIATION_EVIDENCE,CORE RECONCILIATION EVIDENCE AUTHORITY,00_CONTROL/W4-02A.7_RECURSIVE_SOURCE_AUDIT_REGISTER_v1.0.csv,Reconciliation evidence and audit lineage,CORE RECONCILIATION EVIDENCE AUTHORITY,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.5,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE RECONCILIATION EVIDENCE AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0076,README_CURRENT_BASELINE.md,README_CURRENT_BASELINE,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,# RUMAHAGEN — WIREFRAME CORE FINAL SOURCE PACK v1.1,3,Status: CURRENT BASELINE / FINAL UNTIL FORMALLY SUPERSEDED,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE CONTROL / GOVERNANCE,Resolved at STEP07 as Core baseline/control metadata authority based on README purpose/critical authority rule and Core freeze context; Core content unchanged.
