wp_id,module,batch_id,work_package,parent_authority,locked_module_scope,hard_dependencies,activated_conditional_dependencies,p9_entry,p9_scope,p9_exit,functional_context,technical_context,api_context,rbac_rls_context,schema_physical_context,ui_ux_flow_state_context,seo_discovery_context,previous_green_checkpoint,current_repository_artifact_state,in_scope,out_of_scope,stop_conditions,testing_evidence,context_priority
M11-P4-WP01,M11,B07,Public Surface Registry,Public discovery/SEO/measurement layer; not source-domain business authority,"SEO/discovery/analytics; mandatory public surfaces: Homepage, Listing, Agent, Organization, Developer/Project, Event, Learning, Learning Session, Static Public Content, Announcement/Promotion; measurement/discovery only.",NONE,NONE — activate only if this WP scope invokes the condition,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M11-P4-WP02,M11,B07,SEO/Indexability/Structured Data,Public discovery/SEO/measurement layer; not source-domain business authority,"SEO/discovery/analytics; mandatory public surfaces: Homepage, Listing, Agent, Organization, Developer/Project, Event, Learning, Learning Session, Static Public Content, Announcement/Promotion; measurement/discovery only.",NONE,NONE — activate only if this WP scope invokes the condition,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M11-P4-WP03,M11,B07,Sitemap/Robots/Discovery,Public discovery/SEO/measurement layer; not source-domain business authority,"SEO/discovery/analytics; mandatory public surfaces: Homepage, Listing, Agent, Organization, Developer/Project, Event, Learning, Learning Session, Static Public Content, Announcement/Promotion; measurement/discovery only.",NONE,NONE — activate only if this WP scope invokes the condition,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M11-P4-WP04,M11,B07,Analytics/Measurement,Public discovery/SEO/measurement layer; not source-domain business authority,"SEO/discovery/analytics; mandatory public surfaces: Homepage, Listing, Agent, Organization, Developer/Project, Event, Learning, Learning Session, Static Public Content, Announcement/Promotion; measurement/discovery only.",NONE,NONE — activate only if this WP scope invokes the condition,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M12-P4-WP01,M12,B03,Organization Core,Organization/membership/context authority,"Organization/membership/context; membership is distinct from permission, ownership, public visibility, commercial entitlement and Host authority.",M01; M10,M09,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M12-P4-WP02,M12,B03,Membership/Invitation/Join Request,Organization/membership/context authority,"Organization/membership/context; membership is distinct from permission, ownership, public visibility, commercial entitlement and Host authority.",M01; M10,M09,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M12-P4-WP03,M12,B03,Context & Ownership Boundary,Organization/membership/context authority,"Organization/membership/context; membership is distinct from permission, ownership, public visibility, commercial entitlement and Host authority.",M01; M10,M09,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M12-P4-WP04,M12,B03,Lifecycle/Validation,Organization/membership/context authority,"Organization/membership/context; membership is distinct from permission, ownership, public visibility, commercial entitlement and Host authority.",M01; M10,M09,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M13-P4-WP01,M13,B03,Provider Catalogue,AI/BYOK/provider domain authority,AI/BYOK/provider catalogue; Provider Catalogue Superadmin-only; BYOK Agent/User own; secrets server-side; provider adapter boundary.,M01; M10,NONE — activate only if this WP scope invokes the condition,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M13-P4-WP02,M13,B03,BYOK Connection Lifecycle,AI/BYOK/provider domain authority,AI/BYOK/provider catalogue; Provider Catalogue Superadmin-only; BYOK Agent/User own; secrets server-side; provider adapter boundary.,M01; M10,NONE — activate only if this WP scope invokes the condition,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M13-P4-WP03,M13,B03,Protected Invocation/Security,AI/BYOK/provider domain authority,AI/BYOK/provider catalogue; Provider Catalogue Superadmin-only; BYOK Agent/User own; secrets server-side; provider adapter boundary.,M01; M10,NONE — activate only if this WP scope invokes the condition,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M13-P4-WP04,M13,B03,Transient Chat Frame/Validation,AI/BYOK/provider domain authority,AI/BYOK/provider catalogue; Provider Catalogue Superadmin-only; BYOK Agent/User own; secrets server-side; provider adapter boundary.,M01; M10,NONE — activate only if this WP scope invokes the condition,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M14-P4-WP01,M14,B03,Catalog/Offer,Commercial/payment/entitlement/quota/promotion authority,"Commercial/payment/entitlement/quota/promotion; Q01–Q64 all M14, including Q40/Q54/Q61/Q62; M03 consumes listing/refresh allowance; payment verification/fulfillment/reconciliation/idempotency.",M01; M10,M09; M12,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M14-P4-WP02,M14,B03,Order/Payment Core,Commercial/payment/entitlement/quota/promotion authority,"Commercial/payment/entitlement/quota/promotion; Q01–Q64 all M14, including Q40/Q54/Q61/Q62; M03 consumes listing/refresh allowance; payment verification/fulfillment/reconciliation/idempotency.",M01; M10,M09; M12,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M14-P4-WP03,M14,B03,Verification/Fulfillment,Commercial/payment/entitlement/quota/promotion authority,"Commercial/payment/entitlement/quota/promotion; Q01–Q64 all M14, including Q40/Q54/Q61/Q62; M03 consumes listing/refresh allowance; payment verification/fulfillment/reconciliation/idempotency.",M01; M10,M09; M12,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M14-P4-WP04,M14,B03,Promotion/Reconciliation/Quota,Commercial/payment/entitlement/quota/promotion authority,"Commercial/payment/entitlement/quota/promotion; Q01–Q64 all M14, including Q40/Q54/Q61/Q62; M03 consumes listing/refresh allowance; payment verification/fulfillment/reconciliation/idempotency.",M01; M10,M09; M12,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
