finding_id,module,execution_wp,execution_batch,wp_exists,duplicate_finding,core_preserved,core_modified,p9_engineering_treatment,runtime_status,p11_context_required,p11_context_route,p11_runtime_boundary
M10-CORE-14,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-15,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-16,M10,M10-P4-WP02,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-17,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M11-CI-001,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M11-CI-002,M11,M11-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M11-CI-003,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M11-CI-004,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M11-CI-005,M11,M11-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M11-CI-006,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M11-CI-007,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M11-CI-008,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M11-CI-009,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M11-CI-010,M11,M11-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M12-CI-001,M12,M12-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M12-CI-002,M12,M12-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M12-CI-003,M12,M12-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M12-CI-004,M12,M12-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M12-CI-005,M12,M12-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M12-CI-006,M12,M12-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M12-CI-007,M12,M12-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M12-CI-008,M12,M12-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M12-CI-009,M12,M12-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M12-CI-010,M12,M12-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M13-CI-001,M13,M13-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M13-CI-002,M13,M13-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M13-CI-003,M13,M13-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M13-CI-004,M13,M13-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-001,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-002,M14,M14-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-003,M14,M14-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-004,M14,M14-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-005,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-006,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-007,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-008,M14,M14-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-009,M14,M14-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-010,M14,M14-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-011,M14,M14-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-012,M14,M14-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-013,M14,M14-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-014,M14,M14-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-015,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-016,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-017,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-018,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-019,M14,M14-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M14-CI-020,M14,M14-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-01,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-02,M15,M15-P4-WP04,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-03,M15,M15-P4-WP03,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-04,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-05,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-06,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-07,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-08,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-09,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-10,M15,M15-P4-WP04,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-11,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-12,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-13,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-14,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-15,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-16,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-17,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-18,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-19,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-20,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-21,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M15-IA-22,M15,M15-P4-WP01,B06,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
