finding_id,module,classification,core_artifact_id,core_path,identity_basis,semantic_identity_key,exact_duplicate_key_count,duplicate_semantic_identity_detected,canonical_merge_unit,merge_behavior,source_detail_deleted,canonical_duplicate_created,related_detail_merged,result
M01-CI-001,M01,PRESERVE,CAM11-0034,14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0034|M01|useridentityviewupdate,1,NO,CANON-CAM11-0034,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-08,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|adminnotificationpush,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-09,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|eventstatusproducers,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-10,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|actorlifecycle,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-11,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|projectionboundary,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-12,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|idempotencyretry,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-13,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|provenanceaudit,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-14,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|supersession,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-15,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|physicalruntimegate,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-16,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|permissioncardinality,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-17,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|sourceauthoritypreservation,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-18,M08,CONTROLLED,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|masterprogress,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
PROP-M09-01,M09,CONTROLLED,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M09|coreapiadminreportsexport,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
PROP-M09-02,M09,CONTROLLED,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M09|coreapiadminauditlogs,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
PROP-M09-03,M09,CONTROLLED,CAM11-0041,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0041|M09|corem09physicalexecutionspec,1,NO,CANON-CAM11-0041,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
PROP-M09-04,M09,CONTROLLED,CAM11-0033,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0033|M09|m10rlssystemconfigsselect,1,NO,CANON-CAM11-0033,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
PROP-M09-05,M09,CONTROLLED,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M09|providercataloguephysicalrouting,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
PROP-M09-06,M09,CONTROLLED,CAM11-0074,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0074|M09|reconciliationphysicalactions,1,NO,CANON-CAM11-0074,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M10-CORE-01,M10,PRESERVE,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|corerbac,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M10-CORE-02,M10,AUGMENT,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|corepermission,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M10-CORE-03,M10,AUGMENT,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|corescope,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M10-CORE-04,M10,AUGMENT,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|corerls,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M10-CORE-05,M10,AUGMENT,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|coreuiux,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M10-CORE-06,M10,AUGMENT,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|coreapi,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M10-CORE-07,M10,AUGMENT,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|coreerddb,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M10-CORE-08,M10,PRESERVE,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|corelifecycle,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M10-CORE-09,M10,PRESERVE,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|coreactorrole,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M10-CORE-10,M10,PRESERVE,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|coreorganizationboundary,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M10-CORE-11,M10,PRESERVE,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|coreownershipboundary,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M10-CORE-12,M10,AUGMENT,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|corecrossmoduleauthorization,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M10-CORE-13,M10,CONTROLLED,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|coreimplementationdownstream,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M10-CORE-14,M10,PRESERVE,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|privilegeescalation,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M10-CORE-15,M10,PRESERVE,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|effectiveauthorizationresolution,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M10-CORE-16,M10,PRESERVE,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|presetlifecyclerecovery,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M10-CORE-17,M10,CONTROLLED,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M10|wf03legacybaseline,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M05-CI-001,M05,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M05|eventcalendareventregistrationcanonicalscope,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M05-CI-002,M05,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M05|eventquotamaximumregisteredparticipantsnotcommercialentitlementorsessioncapacity,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M05-CI-003,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M05|waitinglisthasnoqueuenumberrankparticipantsareequal,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M05-CI-004,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M05|firstsuccessfulregistrationcapturesanavailableslot,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M05-CI-005,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M05|registrationwindowclosesatstartat1hour,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M05-CI-006,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M05|prestartcancellationreturnsonequotaslot,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M05-CI-007,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M05|attendanceoptionalnoshowdoesnotautocancelregistration,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M05-CI-008,M05,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M05|eventcancellationisdistinctfromparticipantregistrationcancellation,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M05-CI-009,M05,ADD-NEW,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M05|eventstartnotificationtargetsregisteredandwaitinglistparticipantsm08remainsdeliveryprojectionlayer,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M05-CI-010,M05,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M05|developerpartnereventpublicationfollowsm05eventlifecyclepermissionsemantics,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M11-CI-001,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M11|m02agentm11publicprofileseo,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M11-CI-002,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M11|m03listingm11listingseolifecyclediscovery,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M11-CI-003,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M11|m04learningsessionm11discoverymeasurement,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M11-CI-004,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M11|m05eventm11eventdiscovery,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M11-CI-005,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M11|m06developerprojectm11projectseo,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M11-CI-006,M11,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M11|m09staticpubliccontentm11discovery,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M11-CI-007,M11,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M11|m09announcementpromotionm11discoverymeasurement,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M11-CI-008,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M11|m10authorizationm11accessfiltering,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M11-CI-009,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M11|m15awardm11permittedpublicpresentation,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M11-CI-010,M11,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M11|m11controlledarchitecturalimpactnosemanticblocker,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M12-CI-001,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M12|m12organizationmembershipcontextownership,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M12-CI-002,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M12|leadexitclosingclosednoleadtransfersuccessorinheritance,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M12-CI-003,M12,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M12|organizationpubliccontentownershipclarification,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
