Source module,Target module,Dependency evidence source,Semantic dependency,Authority dependency,Data dependency,API dependency,Permission dependency,Downstream dependency,Evidence dependency
M12,M08,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M09,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M10,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M11,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M13,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M14,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M15,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M01,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M02,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M03,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M04,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M05,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M06,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M07,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M08,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M09,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M10,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M11,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M12,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M14,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M13,M15,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M01,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M02,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M03,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M04,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M05,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M06,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M07,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M08,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M09,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M10,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M11,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M12,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M13,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M14,M15,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M01,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M02,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M03,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M04,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M05,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M06,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M07,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M08,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M09,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M10,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M11,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M12,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M13,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M15,M14,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
