constraint_id,scope,module,entity_or_table,attribute_or_columns,constraint_type,constraint_definition,status,authority,downstream_action
PHY-0248,PHYSICAL,CORE,session_artifacts,id,PK+DEFAULT,id            UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0249,PHYSICAL,CORE,session_artifacts,session_id,FK,session_id    UUID NOT NULL REFERENCES learning_sessions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0250,PHYSICAL,CORE,session_artifacts,status,DEFAULT,status        TEXT NOT NULL DEFAULT 'available',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0251,PHYSICAL,CORE,session_artifacts,created_at,DEFAULT,created_at    TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0252,PHYSICAL,CORE,session_artifacts,updated_at,DEFAULT,updated_at    TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0253,PHYSICAL,CORE,session_enrollments,id,PK+DEFAULT,id                    UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0254,PHYSICAL,CORE,session_enrollments,session_id,FK,session_id            UUID NOT NULL REFERENCES learning_sessions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0255,PHYSICAL,CORE,session_enrollments,agent_id,FK,agent_id              UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0256,PHYSICAL,CORE,session_enrollments,status,DEFAULT,status                TEXT NOT NULL DEFAULT 'pending',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0257,PHYSICAL,CORE,session_enrollments,requested_at,DEFAULT,requested_at          TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0258,PHYSICAL,CORE,session_enrollments,created_at,DEFAULT,created_at            TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0259,PHYSICAL,CORE,session_enrollments,updated_at,DEFAULT,updated_at            TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0260,PHYSICAL,CORE,session_provider_bindings,id,PK+DEFAULT,id                            UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0261,PHYSICAL,CORE,session_provider_bindings,session_id,FK,session_id                    UUID NOT NULL REFERENCES learning_sessions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0262,PHYSICAL,CORE,session_provider_bindings,binding_state,DEFAULT,binding_state                 TEXT NOT NULL DEFAULT 'active',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0263,PHYSICAL,CORE,session_provider_bindings,effective_from,DEFAULT,effective_from                TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0264,PHYSICAL,CORE,session_provider_bindings,created_at,DEFAULT,created_at                    TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0265,PHYSICAL,CORE,session_provider_bindings,updated_at,DEFAULT,updated_at                    TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0266,PHYSICAL,CORE,session_participation_evidence,id,PK+DEFAULT,id                    UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0267,PHYSICAL,CORE,session_participation_evidence,binding_id,FK,binding_id            UUID NOT NULL REFERENCES session_provider_bindings(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0268,PHYSICAL,CORE,session_participation_evidence,session_enrollment_id,FK,session_enrollment_id UUID REFERENCES session_enrollments(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0269,PHYSICAL,CORE,session_participation_evidence,idempotency_key,UNIQUE,idempotency_key       TEXT NOT NULL UNIQUE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0270,PHYSICAL,CORE,session_participation_evidence,received_at,DEFAULT,received_at           TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0271,PHYSICAL,CORE,session_participation_evidence,created_at,DEFAULT,created_at            TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0272,PHYSICAL,CORE,session_attendance_evaluations,id,PK+DEFAULT,id                    UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0273,PHYSICAL,CORE,session_attendance_evaluations,session_enrollment_id,FK,session_enrollment_id UUID NOT NULL REFERENCES session_enrollments(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0274,PHYSICAL,CORE,session_attendance_evaluations,evidence_id,FK,evidence_id           UUID REFERENCES session_participation_evidence(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0275,PHYSICAL,CORE,session_attendance_evaluations,evaluated_at,DEFAULT,evaluated_at          TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0276,PHYSICAL,CORE,session_attendance_evaluations,created_at,DEFAULT,created_at            TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0277,PHYSICAL,CORE,session_completion_outcomes,id,PK+DEFAULT,id                        UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0278,PHYSICAL,CORE,session_completion_outcomes,session_enrollment_id,FK,session_enrollment_id     UUID NOT NULL REFERENCES session_enrollments(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0279,PHYSICAL,CORE,session_completion_outcomes,attendance_evaluation_id,FK,attendance_evaluation_id  UUID REFERENCES session_attendance_evaluations(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0280,PHYSICAL,CORE,session_completion_outcomes,completed_at,DEFAULT,completed_at              TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0281,PHYSICAL,CORE,session_completion_outcomes,created_at,DEFAULT,created_at                TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0282,PHYSICAL,CORE,learning_paths,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0283,PHYSICAL,CORE,learning_paths,course_id,FK,course_id UUID REFERENCES courses(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0284,PHYSICAL,CORE,learning_paths,code,UNIQUE,code VARCHAR(100) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0285,PHYSICAL,CORE,learning_paths,status,DEFAULT,status TEXT NOT NULL DEFAULT 'draft',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0286,PHYSICAL,CORE,learning_paths,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0287,PHYSICAL,CORE,learning_paths,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0288,PHYSICAL,CORE,learning_path_versions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0289,PHYSICAL,CORE,learning_path_versions,learning_path_id,FK,learning_path_id UUID NOT NULL REFERENCES learning_paths(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0290,PHYSICAL,CORE,learning_path_versions,status,DEFAULT,status TEXT NOT NULL DEFAULT 'draft',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0291,PHYSICAL,CORE,learning_path_versions,definition_snapshot,DEFAULT,definition_snapshot JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0292,PHYSICAL,CORE,learning_path_versions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0293,PHYSICAL,CORE,learning_path_versions,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0294,PHYSICAL,CORE,learning_activities,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0295,PHYSICAL,CORE,learning_activities,learning_path_version_id,FK,learning_path_version_id UUID REFERENCES learning_path_versions(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0296,PHYSICAL,CORE,learning_activities,sequence_no,DEFAULT,sequence_no INT NOT NULL DEFAULT 0,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0297,PHYSICAL,CORE,learning_activities,completion_required,DEFAULT,completion_required BOOLEAN NOT NULL DEFAULT true,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0298,PHYSICAL,CORE,learning_activities,reward_lp,CHECK+DEFAULT,"reward_lp NUMERIC(18,2) NOT NULL DEFAULT 0 CHECK (reward_lp >= 0)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0299,PHYSICAL,CORE,learning_activities,status,DEFAULT,status TEXT NOT NULL DEFAULT 'active',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0300,PHYSICAL,CORE,learning_activities,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0301,PHYSICAL,CORE,learning_activities,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0302,PHYSICAL,CORE,learning_activity_completions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0303,PHYSICAL,CORE,learning_activity_completions,learning_activity_id,FK,learning_activity_id UUID NOT NULL REFERENCES learning_activities(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0304,PHYSICAL,CORE,learning_activity_completions,user_id,FK,user_id UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0305,PHYSICAL,CORE,learning_activity_completions,attempt_no,CHECK+DEFAULT,attempt_no INT NOT NULL DEFAULT 1 CHECK (attempt_no > 0),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0306,PHYSICAL,CORE,learning_activity_completions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0307,PHYSICAL,CORE,learning_activity_completions,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0308,PHYSICAL,CORE,learning_point_accounts,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0309,PHYSICAL,CORE,learning_point_accounts,user_id,FK+UNIQUE,user_id UUID UNIQUE NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0310,PHYSICAL,CORE,learning_point_accounts,balance_projection,CHECK+DEFAULT,"balance_projection NUMERIC(18,2) NOT NULL DEFAULT 0 CHECK (balance_projection >= 0)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0311,PHYSICAL,CORE,learning_point_accounts,status,DEFAULT,status TEXT NOT NULL DEFAULT 'active',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0312,PHYSICAL,CORE,learning_point_accounts,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0313,PHYSICAL,CORE,learning_point_accounts,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0314,PHYSICAL,CORE,learning_point_transactions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0315,PHYSICAL,CORE,learning_point_transactions,account_id,FK,account_id UUID NOT NULL REFERENCES learning_point_accounts(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0316,PHYSICAL,CORE,learning_point_transactions,user_id,FK,user_id UUID NOT NULL REFERENCES users(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0317,PHYSICAL,CORE,learning_point_transactions,amount,CHECK,"amount NUMERIC(18,2) NOT NULL CHECK (amount <> 0)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0318,PHYSICAL,CORE,learning_point_transactions,idempotency_key,UNIQUE,idempotency_key VARCHAR(150) UNIQUE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0319,PHYSICAL,CORE,learning_point_transactions,occurred_at,DEFAULT,occurred_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0320,PHYSICAL,CORE,learning_point_transactions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0321,PHYSICAL,CORE,learning_unlock_progressions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0322,PHYSICAL,CORE,learning_unlock_progressions,user_id,FK,user_id UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0323,PHYSICAL,CORE,learning_unlock_progressions,learning_path_version_id,FK,learning_path_version_id UUID NOT NULL REFERENCES learning_path_versions(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0324,PHYSICAL,CORE,learning_unlock_progressions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0325,PHYSICAL,CORE,learning_unlock_progressions,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0326,PHYSICAL,CORE,subscriptions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0327,PHYSICAL,CORE,subscriptions,user_id,FK,user_id UUID REFERENCES users(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0328,PHYSICAL,CORE,subscriptions,organization_id,FK,organization_id UUID REFERENCES organizations(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0329,PHYSICAL,CORE,subscriptions,historical_purchase_snapshot,DEFAULT,historical_purchase_snapshot JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0330,PHYSICAL,CORE,subscriptions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0331,PHYSICAL,CORE,subscriptions,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0332,PHYSICAL,CORE,promotions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0333,PHYSICAL,CORE,promotions,code,UNIQUE,code VARCHAR(100) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0334,PHYSICAL,CORE,promotions,rule_configuration,DEFAULT,rule_configuration JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0335,PHYSICAL,CORE,promotions,eligibility_configuration,DEFAULT,eligibility_configuration JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0336,PHYSICAL,CORE,promotions,benefit_configuration,DEFAULT,benefit_configuration JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0337,PHYSICAL,CORE,promotions,status,DEFAULT,status TEXT NOT NULL DEFAULT 'draft',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0338,PHYSICAL,CORE,promotions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0339,PHYSICAL,CORE,promotions,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0340,PHYSICAL,CORE,addons,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0341,PHYSICAL,CORE,addons,code,UNIQUE,code VARCHAR(100) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0342,PHYSICAL,CORE,addons,validity_days,CHECK,validity_days INT CHECK (validity_days IS NULL OR validity_days > 0),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0343,PHYSICAL,CORE,addons,promotion_id,FK,promotion_id UUID REFERENCES promotions(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0344,PHYSICAL,CORE,addons,status,DEFAULT,status TEXT NOT NULL DEFAULT 'active',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0345,PHYSICAL,CORE,addons,configuration,DEFAULT,configuration JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0346,PHYSICAL,CORE,addons,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0347,PHYSICAL,CORE,addons,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0348,PHYSICAL,CORE,commercial_orders,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0349,PHYSICAL,CORE,commercial_orders,order_number,UNIQUE,order_number VARCHAR(100) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0350,PHYSICAL,CORE,commercial_orders,user_id,FK,user_id UUID REFERENCES users(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0351,PHYSICAL,CORE,commercial_orders,organization_id,FK,organization_id UUID REFERENCES organizations(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0352,PHYSICAL,CORE,commercial_orders,subscription_id,FK,subscription_id UUID REFERENCES subscriptions(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0353,PHYSICAL,CORE,commercial_orders,addon_id,FK,addon_id UUID REFERENCES addons(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0354,PHYSICAL,CORE,commercial_orders,promotion_id,FK,promotion_id UUID REFERENCES promotions(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0355,PHYSICAL,CORE,commercial_orders,amount,CHECK,"amount NUMERIC(18,2) NOT NULL CHECK (amount >= 0)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0356,PHYSICAL,CORE,commercial_orders,currency,DEFAULT,currency CHAR(3) NOT NULL DEFAULT 'IDR',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0357,PHYSICAL,CORE,commercial_orders,placed_at,DEFAULT,placed_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0358,PHYSICAL,CORE,commercial_orders,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0359,PHYSICAL,CORE,commercial_orders,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0360,PHYSICAL,CORE,payment_transactions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0361,PHYSICAL,CORE,payment_transactions,commercial_order_id,FK,commercial_order_id UUID NOT NULL REFERENCES commercial_orders(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0362,PHYSICAL,CORE,payment_transactions,payment_reference,UNIQUE,payment_reference VARCHAR(150) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0363,PHYSICAL,CORE,payment_transactions,amount,CHECK,"amount NUMERIC(18,2) NOT NULL CHECK (amount >= 0)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0364,PHYSICAL,CORE,payment_transactions,currency,DEFAULT,currency CHAR(3) NOT NULL DEFAULT 'IDR',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0365,PHYSICAL,CORE,payment_transactions,verification_state,DEFAULT,verification_state TEXT NOT NULL DEFAULT 'unverified',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0366,PHYSICAL,CORE,payment_transactions,idempotency_key,UNIQUE,idempotency_key VARCHAR(150) UNIQUE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0367,PHYSICAL,CORE,payment_transactions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0368,PHYSICAL,CORE,payment_transactions,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0369,PHYSICAL,CORE,payment_provider_results,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0370,PHYSICAL,CORE,payment_provider_results,payment_transaction_id,FK,payment_transaction_id UUID NOT NULL REFERENCES payment_transactions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0371,PHYSICAL,CORE,payment_provider_results,received_at,DEFAULT,received_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
