logical_entity,module,authority_version,logical_attribute,logical_data_type,representation,logical_data_meaning,physical_table,physical_column,physical_data_type,nullable_required,pk,fk,unique,default,physical_check,physical_definition,mapping_status,conflict_or_gap,downstream_action,note,reconciliation_status,reconciliation_basis,physical_boundary_status
SESSION_PARTICIPATION_EVIDENCE,M04,v1.2,observed_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,session_participation_evidence,observed_at,TIMESTAMPTZ,YES,NO,NO,NO,,NO,observed_at           TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_PARTICIPATION_EVIDENCE,M04,v1.2,received_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,session_participation_evidence,received_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,received_at           TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_PARTICIPATION_EVIDENCE,M04,v1.2,processed_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,session_participation_evidence,processed_at,TIMESTAMPTZ,YES,NO,NO,NO,,NO,processed_at          TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_PARTICIPATION_EVIDENCE,M04,v1.2,payload_metadata,JSONB,PHYSICAL_CORROBORATION,,session_participation_evidence,payload_metadata,JSONB,YES,NO,NO,NO,,NO,payload_metadata      JSONB,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_PARTICIPATION_EVIDENCE,M04,v1.2,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,session_participation_evidence,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at            TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_ATTENDANCE_EVALUATIONS,M04,v1.2,id,UUID,PHYSICAL_CORROBORATION,PK,session_attendance_evaluations,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id                    UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_ATTENDANCE_EVALUATIONS,M04,v1.2,session_enrollment_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→session_enrollments.id,session_attendance_evaluations,session_enrollment_id,UUID,NO,NO,YES,NO,,NO,session_enrollment_id UUID NOT NULL REFERENCES session_enrollments(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_ATTENDANCE_EVALUATIONS,M04,v1.2,evidence_id,UUID,PHYSICAL_CORROBORATION,FK→session_participation_evidence.id,session_attendance_evaluations,evidence_id,UUID,YES,NO,YES,NO,,NO,evidence_id           UUID REFERENCES session_participation_evidence(id) ON DELETE SET NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_ATTENDANCE_EVALUATIONS,M04,v1.2,policy_version,TEXT,PHYSICAL_CORROBORATION,NOT NULL,session_attendance_evaluations,policy_version,TEXT,NO,NO,NO,NO,,NO,policy_version        TEXT NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_ATTENDANCE_EVALUATIONS,M04,v1.2,result,TEXT,PHYSICAL_CORROBORATION,NOT NULL,session_attendance_evaluations,result,TEXT,NO,NO,NO,NO,,NO,result                TEXT NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_ATTENDANCE_EVALUATIONS,M04,v1.2,evaluated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,session_attendance_evaluations,evaluated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,evaluated_at          TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_ATTENDANCE_EVALUATIONS,M04,v1.2,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,session_attendance_evaluations,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at            TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_COMPLETION_OUTCOMES,M04,v1.2,id,UUID,PHYSICAL_CORROBORATION,PK,session_completion_outcomes,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id                        UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_COMPLETION_OUTCOMES,M04,v1.2,session_enrollment_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→session_enrollments.id,session_completion_outcomes,session_enrollment_id,UUID,NO,NO,YES,NO,,NO,session_enrollment_id     UUID NOT NULL REFERENCES session_enrollments(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_COMPLETION_OUTCOMES,M04,v1.2,attendance_evaluation_id,UUID,PHYSICAL_CORROBORATION,FK→session_attendance_evaluations.id,session_completion_outcomes,attendance_evaluation_id,UUID,YES,NO,YES,NO,,NO,attendance_evaluation_id  UUID REFERENCES session_attendance_evaluations(id) ON DELETE SET NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_COMPLETION_OUTCOMES,M04,v1.2,completion_policy_version,TEXT,PHYSICAL_CORROBORATION,NOT NULL,session_completion_outcomes,completion_policy_version,TEXT,NO,NO,NO,NO,,NO,completion_policy_version TEXT NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_COMPLETION_OUTCOMES,M04,v1.2,result,TEXT,PHYSICAL_CORROBORATION,NOT NULL,session_completion_outcomes,result,TEXT,NO,NO,NO,NO,,NO,result                    TEXT NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_COMPLETION_OUTCOMES,M04,v1.2,completed_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,session_completion_outcomes,completed_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,completed_at              TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SESSION_COMPLETION_OUTCOMES,M04,v1.2,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,session_completion_outcomes,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at                TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATHS,M04,v1.2,id,UUID,PHYSICAL_CORROBORATION,PK,learning_paths,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATHS,M04,v1.2,course_id,UUID,PHYSICAL_CORROBORATION,FK→courses.id,learning_paths,course_id,UUID,YES,NO,YES,NO,,NO,course_id UUID REFERENCES courses(id) ON DELETE SET NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATHS,M04,v1.2,code,VARCHAR(100),PHYSICAL_CORROBORATION,NOT NULL; UNIQUE,learning_paths,code,VARCHAR(100),NO,NO,NO,YES,,NO,code VARCHAR(100) UNIQUE NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATHS,M04,v1.2,name,VARCHAR(200),PHYSICAL_CORROBORATION,NOT NULL,learning_paths,name,VARCHAR(200),NO,NO,NO,NO,,NO,name VARCHAR(200) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATHS,M04,v1.2,description,TEXT,PHYSICAL_CORROBORATION,,learning_paths,description,TEXT,YES,NO,NO,NO,,NO,description TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATHS,M04,v1.2,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,learning_paths,status,TEXT,NO,NO,NO,NO,'draft',NO,status TEXT NOT NULL DEFAULT 'draft',PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATHS,M04,v1.2,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,learning_paths,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATHS,M04,v1.2,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,learning_paths,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATH_VERSIONS,M04,v1.2,id,UUID,PHYSICAL_CORROBORATION,PK,learning_path_versions,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATH_VERSIONS,M04,v1.2,learning_path_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→learning_paths.id,learning_path_versions,learning_path_id,UUID,NO,NO,YES,NO,,NO,learning_path_id UUID NOT NULL REFERENCES learning_paths(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATH_VERSIONS,M04,v1.2,version_no,INT,PHYSICAL_CORROBORATION,NOT NULL,learning_path_versions,version_no,INT,NO,NO,NO,NO,,NO,version_no INT NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATH_VERSIONS,M04,v1.2,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,learning_path_versions,status,TEXT,NO,NO,NO,NO,'draft',NO,status TEXT NOT NULL DEFAULT 'draft',PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATH_VERSIONS,M04,v1.2,effective_from,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,learning_path_versions,effective_from,TIMESTAMPTZ,YES,NO,NO,NO,,NO,effective_from TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATH_VERSIONS,M04,v1.2,effective_to,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,learning_path_versions,effective_to,TIMESTAMPTZ,YES,NO,NO,NO,,NO,effective_to TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATH_VERSIONS,M04,v1.2,definition_snapshot,JSONB,PHYSICAL_CORROBORATION,NOT NULL,learning_path_versions,definition_snapshot,JSONB,NO,NO,NO,NO,'{}'::jsonb,NO,definition_snapshot JSONB NOT NULL DEFAULT '{}'::jsonb,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATH_VERSIONS,M04,v1.2,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,learning_path_versions,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_PATH_VERSIONS,M04,v1.2,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,learning_path_versions,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,id,UUID,PHYSICAL_CORROBORATION,PK,learning_activities,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,learning_path_version_id,UUID,PHYSICAL_CORROBORATION,FK→learning_path_versions.id,learning_activities,learning_path_version_id,UUID,YES,NO,YES,NO,,NO,learning_path_version_id UUID REFERENCES learning_path_versions(id) ON DELETE SET NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,code,VARCHAR(100),PHYSICAL_CORROBORATION,NOT NULL,learning_activities,code,VARCHAR(100),NO,NO,NO,NO,,NO,code VARCHAR(100) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,activity_type,TEXT,PHYSICAL_CORROBORATION,NOT NULL,learning_activities,activity_type,TEXT,NO,NO,NO,NO,,NO,activity_type TEXT NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,title,VARCHAR(200),PHYSICAL_CORROBORATION,NOT NULL,learning_activities,title,VARCHAR(200),NO,NO,NO,NO,,NO,title VARCHAR(200) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,description,TEXT,PHYSICAL_CORROBORATION,,learning_activities,description,TEXT,YES,NO,NO,NO,,NO,description TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,sequence_no,INT,PHYSICAL_CORROBORATION,NOT NULL,learning_activities,sequence_no,INT,NO,NO,NO,NO,0,NO,sequence_no INT NOT NULL DEFAULT 0,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,completion_required,BOOLEAN,PHYSICAL_CORROBORATION,NOT NULL,learning_activities,completion_required,BOOLEAN,NO,NO,NO,NO,true,NO,completion_required BOOLEAN NOT NULL DEFAULT true,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,reward_lp,"NUMERIC(18,2)",PHYSICAL_CORROBORATION,NOT NULL,learning_activities,reward_lp,"NUMERIC(18,2)",NO,NO,NO,NO,0,YES,"reward_lp NUMERIC(18,2) NOT NULL DEFAULT 0 CHECK (reward_lp >= 0)",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,learning_activities,status,TEXT,NO,NO,NO,NO,'active',NO,status TEXT NOT NULL DEFAULT 'active',PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,learning_activities,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITIES,M04,v1.2,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,learning_activities,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITY_COMPLETIONS,M04,v1.2,id,UUID,PHYSICAL_CORROBORATION,PK,learning_activity_completions,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITY_COMPLETIONS,M04,v1.2,learning_activity_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→learning_activities.id,learning_activity_completions,learning_activity_id,UUID,NO,NO,YES,NO,,NO,learning_activity_id UUID NOT NULL REFERENCES learning_activities(id) ON DELETE RESTRICT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITY_COMPLETIONS,M04,v1.2,user_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→users.id,learning_activity_completions,user_id,UUID,NO,NO,YES,NO,,NO,user_id UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITY_COMPLETIONS,M04,v1.2,completion_status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,learning_activity_completions,completion_status,TEXT,NO,NO,NO,NO,,NO,completion_status TEXT NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITY_COMPLETIONS,M04,v1.2,outcome,TEXT,PHYSICAL_CORROBORATION,,learning_activity_completions,outcome,TEXT,YES,NO,NO,NO,,NO,outcome TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITY_COMPLETIONS,M04,v1.2,evidence_reference,TEXT,PHYSICAL_CORROBORATION,,learning_activity_completions,evidence_reference,TEXT,YES,NO,NO,NO,,NO,evidence_reference TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITY_COMPLETIONS,M04,v1.2,attempt_no,INT,PHYSICAL_CORROBORATION,NOT NULL,learning_activity_completions,attempt_no,INT,NO,NO,NO,NO,1,YES,attempt_no INT NOT NULL DEFAULT 1 CHECK (attempt_no > 0),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITY_COMPLETIONS,M04,v1.2,completed_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,learning_activity_completions,completed_at,TIMESTAMPTZ,YES,NO,NO,NO,,NO,completed_at TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITY_COMPLETIONS,M04,v1.2,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,learning_activity_completions,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_ACTIVITY_COMPLETIONS,M04,v1.2,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,learning_activity_completions,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_POINT_ACCOUNTS,M04,v1.2,id,UUID,PHYSICAL_CORROBORATION,PK,learning_point_accounts,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
LEARNING_POINT_ACCOUNTS,M04,v1.2,user_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; UNIQUE; FK→users.id,learning_point_accounts,user_id,UUID,NO,NO,YES,YES,,NO,user_id UUID UNIQUE NOT NULL REFERENCES users(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
