logical_entity,logical_attribute,representation,authority_version,logical_data_meaning,note,physical_table,physical_column,lifecycle_or_history_indicator,meaning_evidence_status,provenance_status,physical_status_boundary
LISTINGS,property_type,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,property_type,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,price,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,price,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,price_unit,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,price_unit,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,is_negotiable,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,is_negotiable,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,address,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,address,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,province_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→ref_provinces.id,Exact logical attribute ↔ physical column.,listings,province_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,city_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→ref_cities.id,Exact logical attribute ↔ physical column.,listings,city_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,district_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→ref_districts.id,Exact logical attribute ↔ physical column.,listings,district_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,area_keyword,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,area_keyword,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,latitude,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,latitude,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,longitude,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,longitude,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,land_area,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,land_area,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,building_area,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,building_area,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,bedrooms,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,bedrooms,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,bathrooms,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,bathrooms,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,floors,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,floors,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,carport_capacity,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,carport_capacity,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,electrical_power,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,electrical_power,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,water_source,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,water_source,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,furnishing,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,furnishing,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,year_built,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,year_built,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,certificate_type,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,certificate_type,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,certificate_transferred,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,certificate_transferred,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,imb_status,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,imb_status,YES,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,dispute_free_declared,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,dispute_free_declared,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,whatsapp_number,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,whatsapp_number,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,status,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,rejection_reason,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,rejection_reason,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,view_count,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,view_count,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,cta_click_count,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,cta_click_count,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,published_at,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,published_at,YES,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,expired_at,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,expired_at,YES,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,sold_or_rented_at,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,sold_or_rented_at,YES,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,deleted_at,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,deleted_at,YES,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,created_at,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,updated_at,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,updated_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_ATTEMPTS,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,quiz_attempts,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_ATTEMPTS,enrollment_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→enrollments.id,Exact logical attribute ↔ physical column.,quiz_attempts,enrollment_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_ATTEMPTS,quiz_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→quizzes.id,Exact logical attribute ↔ physical column.,quiz_attempts,quiz_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_ATTEMPTS,score,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,quiz_attempts,score,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
QUIZ_ATTEMPTS,passed,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,quiz_attempts,passed,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
QUIZ_ATTEMPTS,attempted_at,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,quiz_attempts,attempted_at,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_QUESTIONS,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,quiz_questions,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_QUESTIONS,quiz_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→quizzes.id,Exact logical attribute ↔ physical column.,quiz_questions,quiz_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_QUESTIONS,question_text,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,quiz_questions,question_text,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_QUESTIONS,question_type,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,quiz_questions,question_type,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,id,PHYSICAL_CORROBORATION,v1.1,PK,Exact logical attribute ↔ physical column.,dbr_simulations,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,agent_id,PHYSICAL_CORROBORATION,v1.1,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,dbr_simulations,agent_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,listing_id,PHYSICAL_CORROBORATION,v1.1,FK→listings.id,Exact logical attribute ↔ physical column.,dbr_simulations,listing_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,prospect_name,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,dbr_simulations,prospect_name,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,prospect_phone,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,dbr_simulations,prospect_phone,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,net_income,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,net_income,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,existing_installments,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,existing_installments,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,property_price,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,property_price,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,down_payment,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,down_payment,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,loan_amount,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,loan_amount,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,tenor_months,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,tenor_months,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,interest_rate_annual,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,interest_rate_annual,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,monthly_installment,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,monthly_installment,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,dbr_percent,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,dbr_percent,NO,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,eligibility_status,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,eligibility_status,YES,EXPLICIT,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,pdf_export_url,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,dbr_simulations,pdf_export_url,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DBR_SIMULATIONS,created_at,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,dbr_simulations,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
EVENT_REGISTRATIONS,id,PHYSICAL_CORROBORATION,v1.3,PK,Exact logical attribute ↔ physical column.,event_registrations,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENT_REGISTRATIONS,event_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→events.id,Exact logical attribute ↔ physical column.,event_registrations,event_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENT_REGISTRATIONS,agent_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,event_registrations,agent_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENT_REGISTRATIONS,status,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,event_registrations,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
EVENT_REGISTRATIONS,registered_at,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,event_registrations,registered_at,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENT_REGISTRATIONS,guest_email,LOGICAL_AUGMENTATION,v1.3,Guest notification/contact destination; not canonical user identity | M05 semantic augmentation,No exact physical column; guest contact persistence remains downstream.,,,NO,EXPLICIT,PASS,NOT PHYSICAL CLAIM
EVENT_REGISTRATIONS,participant_mode,LOGICAL_AUGMENTATION,v1.3,REGISTERED USER / GUEST | M05 semantic augmentation; exact physical representation downstream,No exact physical column; participant mode remains downstream.,,,NO,EXPLICIT,PASS,NOT PHYSICAL CLAIM
LISTING_AMENITIES,listing_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→listings.id,Exact logical attribute ↔ physical column.,listing_amenities,listing_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_AMENITIES,amenity_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→amenities.id,Exact logical attribute ↔ physical column.,listing_amenities,amenity_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_LEADS,id,PHYSICAL_CORROBORATION,v1.3,PK,Exact logical attribute ↔ physical column.,listing_leads,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_LEADS,listing_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→listings.id,Exact logical attribute ↔ physical column.,listing_leads,listing_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_LEADS,agent_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,listing_leads,agent_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_LEADS,source,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listing_leads,source,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_LEADS,ip_address,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listing_leads,ip_address,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTING_LEADS,user_agent,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listing_leads,user_agent,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTING_LEADS,created_at,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listing_leads,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_PHOTOS,id,PHYSICAL_CORROBORATION,v1.3,PK,Exact logical attribute ↔ physical column.,listing_photos,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_PHOTOS,listing_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→listings.id,Exact logical attribute ↔ physical column.,listing_photos,listing_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_PHOTOS,url,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listing_photos,url,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_PHOTOS,alt_text,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listing_photos,alt_text,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTING_PHOTOS,is_cover,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listing_photos,is_cover,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_PHOTOS,sort_order,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listing_photos,sort_order,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_PHOTOS,file_hash,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listing_photos,file_hash,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTING_PHOTOS,photo_hash,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listing_photos,photo_hash,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTING_PRICE_HISTORY,id,PHYSICAL_CORROBORATION,v1.3,PK,Exact logical attribute ↔ physical column.,listing_price_history,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_PRICE_HISTORY,listing_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→listings.id,Exact logical attribute ↔ physical column.,listing_price_history,listing_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_PRICE_HISTORY,old_price,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listing_price_history,old_price,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTING_PRICE_HISTORY,new_price,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listing_price_history,new_price,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTING_PRICE_HISTORY,changed_at,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listing_price_history,changed_at,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_VIDEOS,id,PHYSICAL_CORROBORATION,v1.3,PK,Exact logical attribute ↔ physical column.,listing_videos,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_VIDEOS,listing_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→listings.id,Exact logical attribute ↔ physical column.,listing_videos,listing_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_VIDEOS,url,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listing_videos,url,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_VIDEOS,type,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listing_videos,type,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_VIEWS,id,PHYSICAL_CORROBORATION,v1.3,PK,Exact logical attribute ↔ physical column.,listing_views,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_VIEWS,listing_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→listings.id,Exact logical attribute ↔ physical column.,listing_views,listing_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTING_VIEWS,viewed_at,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listing_views,viewed_at,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_OPTIONS,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,quiz_options,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_OPTIONS,question_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→quiz_questions.id,Exact logical attribute ↔ physical column.,quiz_options,question_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_OPTIONS,option_text,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,quiz_options,option_text,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZ_OPTIONS,is_correct,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,quiz_options,is_correct,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,learning_sessions,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,owner_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,learning_sessions,owner_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,course_id,PHYSICAL_CORROBORATION,v1.2,FK→courses.id,Exact logical attribute ↔ physical column.,learning_sessions,course_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,organization_id,PHYSICAL_CORROBORATION,v1.2,FK→organizations.id,Exact logical attribute ↔ physical column.,learning_sessions,organization_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,event_id,PHYSICAL_CORROBORATION,v1.2,FK→events.id,Exact logical attribute ↔ physical column.,learning_sessions,event_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,session_type,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,learning_sessions,session_type,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,status,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,learning_sessions,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,start_at,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,learning_sessions,start_at,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,end_at,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,learning_sessions,end_at,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,visibility,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,learning_sessions,visibility,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,created_at,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,learning_sessions,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,updated_at,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,learning_sessions,updated_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSIONS,deleted_at,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,learning_sessions,deleted_at,YES,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LEARNING_SESSION_ASSIGNMENTS,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,learning_session_assignments,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSION_ASSIGNMENTS,session_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→learning_sessions.id,Exact logical attribute ↔ physical column.,learning_session_assignments,session_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSION_ASSIGNMENTS,actor_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,learning_session_assignments,actor_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSION_ASSIGNMENTS,capability,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,learning_session_assignments,capability,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSION_ASSIGNMENTS,status,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,learning_session_assignments,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSION_ASSIGNMENTS,created_at,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,learning_session_assignments,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSION_ASSIGNMENTS,created_by,PHYSICAL_CORROBORATION,v1.2,FK→users.id,Exact logical attribute ↔ physical column.,learning_session_assignments,created_by,NO,EXPLICIT,PASS,CORROBORATION ONLY
LEARNING_SESSION_ASSIGNMENTS,revoked_at,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,learning_session_assignments,revoked_at,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LEARNING_SESSION_ASSIGNMENTS,revoked_by,PHYSICAL_CORROBORATION,v1.2,FK→users.id,Exact logical attribute ↔ physical column.,learning_session_assignments,revoked_by,NO,EXPLICIT,PASS,CORROBORATION ONLY
SESSION_ARTIFACTS,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,session_artifacts,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
SESSION_ARTIFACTS,session_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→learning_sessions.id,Exact logical attribute ↔ physical column.,session_artifacts,session_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
SESSION_ARTIFACTS,artifact_type,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,session_artifacts,artifact_type,NO,EXPLICIT,PASS,CORROBORATION ONLY
SESSION_ARTIFACTS,provider_key,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,session_artifacts,provider_key,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
SESSION_ARTIFACTS,source_url,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,session_artifacts,source_url,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
SESSION_ARTIFACTS,status,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,session_artifacts,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
SESSION_ARTIFACTS,created_at,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,session_artifacts,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
SESSION_ARTIFACTS,updated_at,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,session_artifacts,updated_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
SESSION_ENROLLMENTS,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,session_enrollments,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
